,year,sum,variable,timescale,region
0,2001,0.015092502434274586,BA_Total,seasonal_jja,region_43
1,2002,7.101752677702045,BA_Total,seasonal_jja,region_43
2,2003,0.3442064264849075,BA_Total,seasonal_jja,region_43
3,2004,13.584712755598833,BA_Total,seasonal_jja,region_43
4,2005,0.9230769230769231,BA_Total,seasonal_jja,region_43
5,2006,41.94595910418696,BA_Total,seasonal_jja,region_43
6,2007,3.987341772151899,BA_Total,seasonal_jja,region_43
7,2008,7.327166504381695,BA_Total,seasonal_jja,region_43
8,2009,3.9152872444011684,BA_Total,seasonal_jja,region_43
9,2010,2.931840311587147,BA_Total,seasonal_jja,region_43
10,2011,7.265335929892892,BA_Total,seasonal_jja,region_43
11,2012,5.913826679649466,BA_Total,seasonal_jja,region_43
12,2013,3.524342745861733,BA_Total,seasonal_jja,region_43
13,2014,13.055501460564752,BA_Total,seasonal_jja,region_43
14,2015,2.8627069133398244,BA_Total,seasonal_jja,region_43
15,2016,0.0,BA_Total,seasonal_jja,region_43
16,2017,23.575462512171377,BA_Total,seasonal_jja,region_43
17,2018,7.7663096397273605,BA_Total,seasonal_jja,region_43
18,2019,9.05111976630964,BA_Total,seasonal_jja,region_43
19,2020,3.060856864654333,BA_Total,seasonal_jja,region_43
20,2021,0.8841285296981498,BA_Total,seasonal_jja,region_43
21,2022,0.250730282375852,BA_Total,seasonal_jja,region_43
22,2023,1.139240506329114,BA_Total,seasonal_jja,region_43
