,year,sum,variable,timescale,region
0,2002,474785211.5026075,Cem_Total,seasonal_jja,region_32
1,2003,918224034.6954916,Cem_Total,seasonal_jja,region_32
2,2004,11539295.813325359,Cem_Total,seasonal_jja,region_32
3,2005,32381777.620957356,Cem_Total,seasonal_jja,region_32
4,2006,62216360.58407421,Cem_Total,seasonal_jja,region_32
5,2007,152328751.39234462,Cem_Total,seasonal_jja,region_32
6,2008,766730879.6684622,Cem_Total,seasonal_jja,region_32
7,2009,643346291.635103,Cem_Total,seasonal_jja,region_32
8,2010,955433106.9810572,Cem_Total,seasonal_jja,region_32
9,2011,514470860.39604753,Cem_Total,seasonal_jja,region_32
10,2012,2130567205.7321835,Cem_Total,seasonal_jja,region_32
11,2013,11137749.545408132,Cem_Total,seasonal_jja,region_32
12,2014,9471121.870738296,Cem_Total,seasonal_jja,region_32
13,2015,50339753.18657101,Cem_Total,seasonal_jja,region_32
14,2016,280846995.5180255,Cem_Total,seasonal_jja,region_32
15,2017,256341457.58148327,Cem_Total,seasonal_jja,region_32
16,2018,191731544.620843,Cem_Total,seasonal_jja,region_32
17,2019,239968459.15008157,Cem_Total,seasonal_jja,region_32
18,2020,652222721.9743302,Cem_Total,seasonal_jja,region_32
