,year,sum,variable,timescale,region
0,2002,72774.84534011727,Cem_Forest_NonForest,seasonal_djf,region_35
1,2003,277455.61555529886,Cem_Forest_NonForest,seasonal_djf,region_35
2,2004,378965.33437188476,Cem_Forest_NonForest,seasonal_djf,region_35
3,2005,161146.55946594727,Cem_Forest_NonForest,seasonal_djf,region_35
4,2006,789202.943645374,Cem_Forest_NonForest,seasonal_djf,region_35
5,2007,229601.99148648346,Cem_Forest_NonForest,seasonal_djf,region_35
6,2008,162035.94977388094,Cem_Forest_NonForest,seasonal_djf,region_35
7,2009,782847.5550951175,Cem_Forest_NonForest,seasonal_djf,region_35
8,2010,482771.42106646864,Cem_Forest_NonForest,seasonal_djf,region_35
9,2011,272001.7411925801,Cem_Forest_NonForest,seasonal_djf,region_35
10,2012,249422.76989143647,Cem_Forest_NonForest,seasonal_djf,region_35
11,2013,300079.61346445803,Cem_Forest_NonForest,seasonal_djf,region_35
12,2014,207441.64138137465,Cem_Forest_NonForest,seasonal_djf,region_35
13,2015,138927.99939812516,Cem_Forest_NonForest,seasonal_djf,region_35
14,2016,649466.3420519291,Cem_Forest_NonForest,seasonal_djf,region_35
15,2017,572400.08867018,Cem_Forest_NonForest,seasonal_djf,region_35
16,2018,76334.06710124196,Cem_Forest_NonForest,seasonal_djf,region_35
17,2019,463002.33961625287,Cem_Forest_NonForest,seasonal_djf,region_35
18,2020,222591.22125084058,Cem_Forest_NonForest,seasonal_djf,region_35
