,year,sum,variable,timescale,region
0,2001,604.3894324853229,BA_Total,seasonal_djf,region_26
1,2002,472.5753424657534,BA_Total,seasonal_djf,region_26
2,2003,228.30332681017612,BA_Total,seasonal_djf,region_26
3,2004,149.149217221135,BA_Total,seasonal_djf,region_26
4,2005,178.03424657534245,BA_Total,seasonal_djf,region_26
5,2006,338.5195694716243,BA_Total,seasonal_djf,region_26
6,2007,267.7876712328767,BA_Total,seasonal_djf,region_26
7,2008,207.7759295499021,BA_Total,seasonal_djf,region_26
8,2009,230.76174168297456,BA_Total,seasonal_djf,region_26
9,2010,162.57632093933464,BA_Total,seasonal_djf,region_26
10,2011,92.14090019569471,BA_Total,seasonal_djf,region_26
11,2012,401.41927592954994,BA_Total,seasonal_djf,region_26
12,2013,145.78962818003913,BA_Total,seasonal_djf,region_26
13,2014,73.64236790606654,BA_Total,seasonal_djf,region_26
14,2015,289.3111545988258,BA_Total,seasonal_djf,region_26
15,2016,306.8982387475538,BA_Total,seasonal_djf,region_26
16,2017,394.917808219178,BA_Total,seasonal_djf,region_26
17,2018,407.09050880626216,BA_Total,seasonal_djf,region_26
18,2019,118.24755381604693,BA_Total,seasonal_djf,region_26
19,2020,73.9275929549902,BA_Total,seasonal_djf,region_26
20,2021,262.0914872798434,BA_Total,seasonal_djf,region_26
21,2022,215.5591976516634,BA_Total,seasonal_djf,region_26
22,2023,171.46966731898237,BA_Total,seasonal_djf,region_26
