,year,sum,variable,timescale,region
0,2001,16619227104.268173,Cem_Total,yearly_jj,region_40
1,2002,85809060457.2832,Cem_Total,yearly_jj,region_40
2,2003,57737487524.47682,Cem_Total,yearly_jj,region_40
3,2004,147913686913.86588,Cem_Total,yearly_jj,region_40
4,2005,52732379694.26777,Cem_Total,yearly_jj,region_40
5,2006,104810169262.43848,Cem_Total,yearly_jj,region_40
6,2007,111698269928.45303,Cem_Total,yearly_jj,region_40
7,2008,66818096452.9698,Cem_Total,yearly_jj,region_40
8,2009,83335059463.42972,Cem_Total,yearly_jj,region_40
9,2010,45966661619.458435,Cem_Total,yearly_jj,region_40
10,2011,127497678157.84282,Cem_Total,yearly_jj,region_40
11,2012,124539716706.7942,Cem_Total,yearly_jj,region_40
12,2013,52206876405.69636,Cem_Total,yearly_jj,region_40
13,2014,110104223523.5605,Cem_Total,yearly_jj,region_40
14,2015,68158449676.66327,Cem_Total,yearly_jj,region_40
15,2016,54914376301.13587,Cem_Total,yearly_jj,region_40
16,2017,101763133098.32555,Cem_Total,yearly_jj,region_40
17,2018,79480473827.66518,Cem_Total,yearly_jj,region_40
18,2019,58368664460.178696,Cem_Total,yearly_jj,region_40
19,2020,25951179008.53565,Cem_Total,yearly_jj,region_40
