,year,sum,variable,timescale,region
0,2001,75767321.62443814,Cem_Total,yearly_jj,region_03
1,2002,58429809437.23178,Cem_Total,yearly_jj,region_03
2,2003,30651620858.751644,Cem_Total,yearly_jj,region_03
3,2004,4064131756.1999626,Cem_Total,yearly_jj,region_03
4,2005,28224167329.884193,Cem_Total,yearly_jj,region_03
5,2006,13762713054.145857,Cem_Total,yearly_jj,region_03
6,2007,21136419837.230755,Cem_Total,yearly_jj,region_03
7,2008,17236003984.477535,Cem_Total,yearly_jj,region_03
8,2009,6160821982.366554,Cem_Total,yearly_jj,region_03
9,2010,30708775358.275166,Cem_Total,yearly_jj,region_03
10,2011,14274950270.422058,Cem_Total,yearly_jj,region_03
11,2012,16226758632.131886,Cem_Total,yearly_jj,region_03
12,2013,104687001758.53827,Cem_Total,yearly_jj,region_03
13,2014,5782281099.294101,Cem_Total,yearly_jj,region_03
14,2015,8915955359.015966,Cem_Total,yearly_jj,region_03
15,2016,1892815058.308705,Cem_Total,yearly_jj,region_03
16,2017,18053536999.801613,Cem_Total,yearly_jj,region_03
17,2018,7946541942.869936,Cem_Total,yearly_jj,region_03
18,2019,5435738012.295685,Cem_Total,yearly_jj,region_03
19,2020,388850668.58548295,Cem_Total,yearly_jj,region_03
