,year,sum,variable,timescale,region
0,2001,1820355595.506964,Cem_Forest_NonForest,yearly_jj,region_32
1,2002,10459984703.08995,Cem_Forest_NonForest,yearly_jj,region_32
2,2003,7563576269.015455,Cem_Forest_NonForest,yearly_jj,region_32
3,2004,1145080324.8357964,Cem_Forest_NonForest,yearly_jj,region_32
4,2005,5500091466.52004,Cem_Forest_NonForest,yearly_jj,region_32
5,2006,2064677184.699448,Cem_Forest_NonForest,yearly_jj,region_32
6,2007,8237702712.395132,Cem_Forest_NonForest,yearly_jj,region_32
7,2008,19677661094.131104,Cem_Forest_NonForest,yearly_jj,region_32
8,2009,7868516212.5301895,Cem_Forest_NonForest,yearly_jj,region_32
9,2010,3611101124.34195,Cem_Forest_NonForest,yearly_jj,region_32
10,2011,13161638368.070253,Cem_Forest_NonForest,yearly_jj,region_32
11,2012,65116207297.97162,Cem_Forest_NonForest,yearly_jj,region_32
12,2013,1614094904.1489913,Cem_Forest_NonForest,yearly_jj,region_32
13,2014,2163544533.2949677,Cem_Forest_NonForest,yearly_jj,region_32
14,2015,3365886799.7422795,Cem_Forest_NonForest,yearly_jj,region_32
15,2016,2496806783.1889524,Cem_Forest_NonForest,yearly_jj,region_32
16,2017,17045500845.535887,Cem_Forest_NonForest,yearly_jj,region_32
17,2018,10593046881.810522,Cem_Forest_NonForest,yearly_jj,region_32
18,2019,2880697041.5012507,Cem_Forest_NonForest,yearly_jj,region_32
19,2020,30089614098.01892,Cem_Forest_NonForest,yearly_jj,region_32
