,year,sum,variable,timescale,region
0,2002,1633436532.4242463,Cem_Total,seasonal_son,region_39
1,2003,279854996.74115795,Cem_Total,seasonal_son,region_39
2,2004,1394623290.653561,Cem_Total,seasonal_son,region_39
3,2005,234573141.8166606,Cem_Total,seasonal_son,region_39
4,2006,2671913116.8217535,Cem_Total,seasonal_son,region_39
5,2007,81019996.86421047,Cem_Total,seasonal_son,region_39
6,2008,30964793.992207758,Cem_Total,seasonal_son,region_39
7,2009,1152213541.9018946,Cem_Total,seasonal_son,region_39
8,2010,27048142.617617548,Cem_Total,seasonal_son,region_39
9,2011,365260770.5636907,Cem_Total,seasonal_son,region_39
10,2012,571130057.7037804,Cem_Total,seasonal_son,region_39
11,2013,162650990.2750184,Cem_Total,seasonal_son,region_39
12,2014,1545762403.1089542,Cem_Total,seasonal_son,region_39
13,2015,2218795956.726531,Cem_Total,seasonal_son,region_39
14,2016,18317462.60055557,Cem_Total,seasonal_son,region_39
15,2017,44891028.0561735,Cem_Total,seasonal_son,region_39
16,2018,411468881.7927604,Cem_Total,seasonal_son,region_39
17,2019,1924229211.3979475,Cem_Total,seasonal_son,region_39
18,2020,64458335.91066414,Cem_Total,seasonal_son,region_39
