year,sum,variable,timescale,country
2001,0.0,BA_Total,seasonal_djf,FRA
2002,0.21400000000000002,BA_Total,seasonal_djf,FRA
2003,0.038,BA_Total,seasonal_djf,FRA
2004,0.059000000000000004,BA_Total,seasonal_djf,FRA
2005,0.155,BA_Total,seasonal_djf,FRA
2006,0.015000000000000001,BA_Total,seasonal_djf,FRA
2007,0.002,BA_Total,seasonal_djf,FRA
2008,0.7010000000000001,BA_Total,seasonal_djf,FRA
2009,0.014000000000000002,BA_Total,seasonal_djf,FRA
2010,0.0,BA_Total,seasonal_djf,FRA
2011,0.081,BA_Total,seasonal_djf,FRA
2012,1.195,BA_Total,seasonal_djf,FRA
2013,0.0,BA_Total,seasonal_djf,FRA
2014,0.144,BA_Total,seasonal_djf,FRA
2015,0.008,BA_Total,seasonal_djf,FRA
2016,0.036000000000000004,BA_Total,seasonal_djf,FRA
2017,1.1179999999999999,BA_Total,seasonal_djf,FRA
2018,0.027000000000000003,BA_Total,seasonal_djf,FRA
2019,1.6660000000000001,BA_Total,seasonal_djf,FRA
2020,0.14300000000000002,BA_Total,seasonal_djf,FRA
2021,0.08800000000000001,BA_Total,seasonal_djf,FRA
2022,0.020000000000000004,BA_Total,seasonal_djf,FRA
2023,0.233,BA_Total,seasonal_djf,FRA
