year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,75.964,56.794,57.39699999999999,15.072,2.6239999999999997,0.23700000000000004,0.1,0.21900000000000003,0.041,1.7189999999999999,16.168000000000003,42.955,BA_Total,monthly,ETH
2002,81.968,84.81,52.602,23.984999999999996,4.574,1.6440000000000001,0.56,2.586,7.864999999999999,19.523,58.937999999999995,70.557,BA_Total,monthly,ETH
2003,67.585,80.39699999999999,38.900999999999996,18.663999999999998,4.803999999999999,0.45600000000000007,1.304,0.49800000000000005,2.6550000000000002,10.447,35.17,52.830999999999996,BA_Total,monthly,ETH
2004,53.72299999999999,78.877,58.15599999999999,28.093999999999998,4.794,0.7100000000000001,0.888,0.21400000000000002,0.581,16.341999999999995,33.453,54.86300000000001,BA_Total,monthly,ETH
2005,89.00099999999999,73.716,41.427,21.994999999999994,5.5409999999999995,0.4770000000000001,0.33199999999999996,0.6580000000000001,0.6110000000000001,3.688,48.337,101.104,BA_Total,monthly,ETH
2006,69.17500000000001,58.243,36.447,20.517,1.261,0.178,0.029,0.188,1.28,2.9770000000000003,20.67899999999999,48.461999999999996,BA_Total,monthly,ETH
2007,56.526,70.99199999999999,69.768,20.564999999999994,2.216,0.6910000000000001,0.646,0.45500000000000007,0.7770000000000001,5.1549999999999985,32.555,95.08,BA_Total,monthly,ETH
2008,57.12999999999999,68.984,38.766,8.719,2.155,0.851,0.29600000000000004,0.007,0.11699999999999999,7.480999999999998,28.518,61.813,BA_Total,monthly,ETH
2009,67.975,48.952,47.343999999999994,7.642000000000001,3.3149999999999995,3.545000000000001,1.0230000000000001,1.0010000000000001,1.104,10.572999999999999,76.85599999999998,37.43599999999999,BA_Total,monthly,ETH
2010,61.99199999999999,46.814,36.043,15.72,2.518,0.47600000000000003,0.547,1.5800000000000003,3.275,4.4430000000000005,38.35099999999999,57.788,BA_Total,monthly,ETH
2011,56.181,70.732,38.91,16.459999999999997,1.6420000000000003,2.3480000000000003,0.158,0.106,0.007,5.257,27.214000000000006,54.108,BA_Total,monthly,ETH
2012,77.658,98.518,38.31499999999999,18.950999999999997,1.9759999999999998,0.23100000000000004,0.021,0.059000000000000004,0.52,4.188000000000001,17.663000000000004,39.682,BA_Total,monthly,ETH
2013,83.67299999999999,63.649,40.388000000000005,21.498,3.0060000000000002,0.6940000000000001,1.056,1.885,0.34099999999999997,2.408,18.365,56.94499999999999,BA_Total,monthly,ETH
2014,85.39,63.018,36.799,4.869,0.8880000000000001,0.8830000000000001,0.32200000000000006,0.253,0.137,1.4049999999999998,11.675999999999998,50.526,BA_Total,monthly,ETH
2015,85.06800000000001,68.63499999999999,38.846,10.147999999999998,1.265,1.288,0.36000000000000004,2.8119999999999994,4.558,7.721,40.324999999999996,43.03199999999999,BA_Total,monthly,ETH
2016,57.42799999999999,76.09599999999999,22.454,8.327,0.786,0.378,0.4580000000000001,2.6890000000000005,5.343999999999999,3.731,56.16899999999999,64.47800000000001,BA_Total,monthly,ETH
2017,93.582,35.055,16.244,3.649,0.29700000000000004,1.239,0.265,0.001,0.18000000000000002,3.3270000000000004,21.184999999999995,62.487,BA_Total,monthly,ETH
2018,60.218999999999994,64.494,31.574,7.207,0.691,0.554,0.204,1.2469999999999999,5.326,7.262,27.755000000000003,48.856,BA_Total,monthly,ETH
2019,104.30999999999999,34.533,32.6,6.644,1.8639999999999999,0.41500000000000004,0.349,0.042,0.07700000000000001,0.9279999999999999,12.797,18.197000000000003,BA_Total,monthly,ETH
2020,42.23799999999999,55.03699999999999,42.285000000000004,17.676999999999996,1.576,1.6470000000000002,2.374,2.877,3.677,2.751,22.360000000000003,37.803,BA_Total,monthly,ETH
2021,59.564,54.65299999999999,38.671,8.519,1.3410000000000002,1.5890000000000004,0.389,1.097,0.888,6.179,26.96,46.989999999999995,BA_Total,monthly,ETH
2022,52.801,55.119,34.833,2.7260000000000004,1.8510000000000004,0.7340000000000001,0.351,0.165,0.175,1.2550000000000001,8.399,33.285999999999994,BA_Total,monthly,ETH
2023,64.946,76.02700000000002,27.921999999999997,5.758,2.092,1.212,,,,,,,BA_Total,monthly,ETH
