year,sum,variable,timescale,country
2001,1010.3050000000001,BA_Total,yearly,ZMB
2002,1010.0989999999999,BA_Total,yearly,ZMB
2003,1168.591,BA_Total,yearly,ZMB
2004,1163.2210000000002,BA_Total,yearly,ZMB
2005,1220.0859999999998,BA_Total,yearly,ZMB
2006,1027.086,BA_Total,yearly,ZMB
2007,1102.559,BA_Total,yearly,ZMB
2008,1132.133,BA_Total,yearly,ZMB
2009,952.581,BA_Total,yearly,ZMB
2010,1097.2240000000002,BA_Total,yearly,ZMB
2011,1067.051,BA_Total,yearly,ZMB
2012,1111.826,BA_Total,yearly,ZMB
2013,1120.896,BA_Total,yearly,ZMB
2014,1071.617,BA_Total,yearly,ZMB
2015,1141.452,BA_Total,yearly,ZMB
2016,1117.115,BA_Total,yearly,ZMB
2017,1002.1010000000001,BA_Total,yearly,ZMB
2018,1002.632,BA_Total,yearly,ZMB
2019,1053.718,BA_Total,yearly,ZMB
2020,967.1669999999999,BA_Total,yearly,ZMB
2021,938.4590000000001,BA_Total,yearly,ZMB
2022,1031.714,BA_Total,yearly,ZMB
2023,172.61200000000002,BA_Total,yearly,ZMB
