year,sum,variable,timescale,country
2001,0.034,BA_Total,yearly_jj,ISR
2002,0.044,BA_Total,yearly_jj,ISR
2003,0.034,BA_Total,yearly_jj,ISR
2004,0.14900000000000002,BA_Total,yearly_jj,ISR
2005,0.133,BA_Total,yearly_jj,ISR
2006,0.017,BA_Total,yearly_jj,ISR
2007,0.199,BA_Total,yearly_jj,ISR
2008,0.043,BA_Total,yearly_jj,ISR
2009,0.013000000000000001,BA_Total,yearly_jj,ISR
2010,0.179,BA_Total,yearly_jj,ISR
2011,0.172,BA_Total,yearly_jj,ISR
2012,0.15,BA_Total,yearly_jj,ISR
2013,0.30200000000000005,BA_Total,yearly_jj,ISR
2014,0.036000000000000004,BA_Total,yearly_jj,ISR
2015,0.044,BA_Total,yearly_jj,ISR
2016,0.053,BA_Total,yearly_jj,ISR
2017,0.048,BA_Total,yearly_jj,ISR
2018,0.037000000000000005,BA_Total,yearly_jj,ISR
2019,0.020999999999999998,BA_Total,yearly_jj,ISR
2020,0.064,BA_Total,yearly_jj,ISR
2021,0.068,BA_Total,yearly_jj,ISR
2022,0.022,BA_Total,yearly_jj,ISR
2023,0.019000000000000003,BA_Total,yearly_jj,ISR
