year,sum,variable,timescale,country
2001,4.61,BA_Total,seasonal_mam,BGD
2002,0.234,BA_Total,seasonal_mam,BGD
2003,1.5210000000000001,BA_Total,seasonal_mam,BGD
2004,1.546,BA_Total,seasonal_mam,BGD
2005,2.254,BA_Total,seasonal_mam,BGD
2006,7.966000000000001,BA_Total,seasonal_mam,BGD
2007,3.4059999999999997,BA_Total,seasonal_mam,BGD
2008,4.437,BA_Total,seasonal_mam,BGD
2009,6.695,BA_Total,seasonal_mam,BGD
2010,2.009,BA_Total,seasonal_mam,BGD
2011,1.452,BA_Total,seasonal_mam,BGD
2012,2.106,BA_Total,seasonal_mam,BGD
2013,6.152,BA_Total,seasonal_mam,BGD
2014,6.608,BA_Total,seasonal_mam,BGD
2015,1.8810000000000002,BA_Total,seasonal_mam,BGD
2016,0.8230000000000001,BA_Total,seasonal_mam,BGD
2017,0.272,BA_Total,seasonal_mam,BGD
2018,1.4329999999999998,BA_Total,seasonal_mam,BGD
2019,1.314,BA_Total,seasonal_mam,BGD
2020,5.214000000000001,BA_Total,seasonal_mam,BGD
2021,4.52,BA_Total,seasonal_mam,BGD
2022,0.6,BA_Total,seasonal_mam,BGD
2023,1.2870000000000001,BA_Total,seasonal_mam,BGD
