fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,country
theil-sen,2002-07-01,2020-07-01,1.6e-05,-0.00011,0.000142,1e-06,0.80159,0.000713,-0.000615,0.002041,0.292642,0.006959,-0.434689,0.566814,Cem_Forest_NonForest,seasonal_jja,KAZ
