year,sum,variable,timescale,country
2001,354.7589999999999,BA_Total,seasonal_jja,BRA
2002,421.178,BA_Total,seasonal_jja,BRA
2003,257.8189999999999,BA_Total,seasonal_jja,BRA
2004,267.633,BA_Total,seasonal_jja,BRA
2005,396.602,BA_Total,seasonal_jja,BRA
2006,231.8719999999999,BA_Total,seasonal_jja,BRA
2007,650.0259999999998,BA_Total,seasonal_jja,BRA
2008,191.32499999999993,BA_Total,seasonal_jja,BRA
2009,127.643,BA_Total,seasonal_jja,BRA
2010,666.7859999999998,BA_Total,seasonal_jja,BRA
2011,181.21699999999993,BA_Total,seasonal_jja,BRA
2012,385.6049999999999,BA_Total,seasonal_jja,BRA
2013,136.75099999999998,BA_Total,seasonal_jja,BRA
2014,250.671,BA_Total,seasonal_jja,BRA
2015,195.46799999999996,BA_Total,seasonal_jja,BRA
2016,291.9539999999999,BA_Total,seasonal_jja,BRA
2017,220.54999999999993,BA_Total,seasonal_jja,BRA
2018,132.86899999999997,BA_Total,seasonal_jja,BRA
2019,287.58299999999997,BA_Total,seasonal_jja,BRA
2020,239.276,BA_Total,seasonal_jja,BRA
2021,285.0959999999999,BA_Total,seasonal_jja,BRA
2022,225.12199999999987,BA_Total,seasonal_jja,BRA
2023,0.0,BA_Total,seasonal_jja,BRA
