year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.0,0.0,0.007,0.009000000000000001,0.0,0.0,0.0,0.0,0.007,0.335,0.019,0.005,BA_Total,monthly,SUR
2002,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.351,0.9239999999999999,0.21,0.01,BA_Total,monthly,SUR
2003,0.09200000000000001,0.26399999999999996,0.5230000000000001,0.30500000000000005,0.0,0.0,0.0,0.0,0.074,0.21300000000000002,0.009000000000000001,0.059000000000000004,BA_Total,monthly,SUR
2004,0.053,0.196,0.393,0.017,0.0,0.0,0.0,0.002,0.231,0.6729999999999999,0.22900000000000004,0.086,BA_Total,monthly,SUR
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011,0.258,0.08600000000000001,0.001,BA_Total,monthly,SUR
2006,0.0,0.0,0.026000000000000002,0.174,0.0,0.0,0.0,0.0,0.343,0.416,0.008,0.0,BA_Total,monthly,SUR
2007,0.0,0.0,0.0,0.0,0.0,0.002,0.003,0.009000000000000001,0.094,0.098,0.054000000000000006,0.0,BA_Total,monthly,SUR
2008,0.0,0.0,0.06,0.061,0.0,0.0,0.0,0.004,0.055,0.11699999999999999,0.226,0.004,BA_Total,monthly,SUR
2009,0.0,0.0,0.0,0.015000000000000003,0.12,0.0,0.004,0.107,0.41400000000000003,0.81,0.14500000000000002,0.076,BA_Total,monthly,SUR
2010,0.004,0.07400000000000001,0.013000000000000001,0.0,0.0,0.0,0.0,0.017,0.101,0.018000000000000002,0.033,0.0,BA_Total,monthly,SUR
2011,0.117,0.015,0.0,0.127,0.0,0.0,0.022,0.018000000000000002,0.21400000000000002,0.045,0.034,0.10300000000000001,BA_Total,monthly,SUR
2012,0.002,0.0,0.0,0.0,0.005,0.0,0.0,0.025,0.175,0.263,0.8640000000000001,0.005,BA_Total,monthly,SUR
2013,0.021,0.009,0.17700000000000002,0.041,0.0,0.0,0.0,0.0,0.341,0.184,0.007,0.011,BA_Total,monthly,SUR
2014,0.0,0.0,0.105,0.032,0.0,0.0,0.0,0.0,0.237,0.683,0.253,0.11700000000000002,BA_Total,monthly,SUR
2015,0.004,0.028,0.22,0.371,0.0,0.0,0.0,0.011,0.08199999999999999,0.8200000000000001,0.258,0.056,BA_Total,monthly,SUR
2016,0.025,0.005,0.051000000000000004,0.001,0.0,0.0,0.0,0.001,0.038,0.152,0.066,0.199,BA_Total,monthly,SUR
2017,0.0,0.0,0.0,0.005,0.0,0.0,0.006,0.23900000000000002,0.131,0.07500000000000001,0.036000000000000004,0.067,BA_Total,monthly,SUR
2018,0.0,0.038,0.186,0.006,0.0,0.0,0.0,0.015,0.163,0.309,0.051,0.0,BA_Total,monthly,SUR
2019,0.0,0.07300000000000001,0.534,0.29500000000000004,0.0,0.0,0.0,0.004,0.366,0.659,0.047,0.007,BA_Total,monthly,SUR
2020,0.019,0.101,0.458,0.097,0.0,0.0,0.0,0.005,0.246,0.42500000000000004,0.039,0.0,BA_Total,monthly,SUR
2021,0.0,0.0,0.055,0.0,0.0,0.0,0.0,0.0,0.008,0.07,0.016,0.0,BA_Total,monthly,SUR
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.173,0.277,0.0,0.0,BA_Total,monthly,SUR
2023,0.0,0.0,0.376,0.10900000000000001,0.0,0.0,,,,,,,BA_Total,monthly,SUR
