year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2002,0.0,0.0,0.0,0.0,0.0005839660091442565,0.023023516339196703,0.0027643702396285396,0.004897909898880249,0.0010435697302084046,0.00020293794055078126,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2003,0.0,0.0,0.0,0.0,0.0,0.001207202321716034,0.004309906225284667,0.0008297393872738954,0.0001654727643642273,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2004,0.0,0.0,0.0,0.0,0.0015733766361693115,0.006849239767925354,0.0012212218273078461,0.00018174838134521484,0.000207709652659729,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2005,0.0,0.0,0.0,0.0,0.0,0.00015904057894935606,0.0004424133723004456,0.00021652128621783446,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2006,0.0,0.0,0.0,0.0,0.0,0.0034001080991798247,0.008135389296291594,0.0018358070573717344,0.007010850131897536,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2007,0.0,0.0,0.0,0.0,0.0,0.00415397696691362,0.008884712269456176,0.0005424754936771544,7.61131108260498e-05,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2008,0.0,0.0,0.0,0.0,0.0003177418166389771,0.002102207220474747,0.00036261832604968263,0.0,0.0004356611086116943,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2009,0.0,0.0,0.0,0.0,0.0,0.0016130820299008787,0.0032110740241565097,0.00020934184807250975,0.0006992895050118714,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2010,0.0,0.0,0.0,0.0,5.9399165239776606e-05,0.002371661131085251,0.0002564219004489441,0.00022250114309883118,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2011,0.0,0.0,0.0,0.0,0.0,0.007920380905160491,0.0015209054206380313,0.0024088134775590822,0.0008017624696987764,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2012,0.0,0.0,0.0,0.0,3.974830285848999e-05,0.0023135246351057587,0.0022610253215869596,0.0014305460282741092,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2013,0.0,0.0,0.0,0.0,5.623843276397705e-05,0.0010994131327443694,0.0002049588858497772,0.0016061206013911896,0.0003789826201484375,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2014,0.0,0.0,0.0,0.0,0.00018511040531762695,0.00023611758812976076,0.0002136032235322571,0.002087968599645462,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2015,0.0,0.0,0.0,0.0,0.0003610618087555542,0.0059293963659568655,0.005169549139465271,0.0010795422817655791,0.0001869231998092041,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2016,0.0,0.0,0.0,0.0,0.00013030164656954957,0.0012799893275453338,0.0004968481105264282,0.0006382850463833064,0.00013887457480319214,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2017,0.0,0.0,0.0,0.0,0.0,0.0006888187425335083,6.873278024749756e-05,0.00030225646945874026,0.0019511770997308962,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2018,0.0,0.0,0.0,0.0,6.342803721258545e-05,0.0020958337431716306,0.006775216548775589,0.0017274665296235655,0.0004517887384970703,0.0008790795384023437,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2019,0.0,0.0,0.0,0.0,0.0,0.0027021805484358213,0.008537871035360274,0.0031132589011313478,0.0009781183271484223,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
2020,0.0,0.0,0.0,0.0,0.0,0.0009790570550704193,0.003231878680185211,0.004323789601197021,0.0007296398455273131,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BI
