year,sum,variable,timescale,region
2001,0.9950000000000001,BA_Forest_NonForest,seasonal_mam,HN
2002,2.3110000000000004,BA_Forest_NonForest,seasonal_mam,HN
2003,16.618,BA_Forest_NonForest,seasonal_mam,HN
2004,0.30700000000000005,BA_Forest_NonForest,seasonal_mam,HN
2005,14.326,BA_Forest_NonForest,seasonal_mam,HN
2006,3.787000000000001,BA_Forest_NonForest,seasonal_mam,HN
2007,2.935,BA_Forest_NonForest,seasonal_mam,HN
2008,3.2210000000000005,BA_Forest_NonForest,seasonal_mam,HN
2009,6.104000000000001,BA_Forest_NonForest,seasonal_mam,HN
2010,2.2270000000000003,BA_Forest_NonForest,seasonal_mam,HN
2011,9.712,BA_Forest_NonForest,seasonal_mam,HN
2012,0.457,BA_Forest_NonForest,seasonal_mam,HN
2013,4.702,BA_Forest_NonForest,seasonal_mam,HN
2014,5.577000000000002,BA_Forest_NonForest,seasonal_mam,HN
2015,3.753000000000001,BA_Forest_NonForest,seasonal_mam,HN
2016,5.49,BA_Forest_NonForest,seasonal_mam,HN
2017,1.7350000000000003,BA_Forest_NonForest,seasonal_mam,HN
2018,4.696000000000001,BA_Forest_NonForest,seasonal_mam,HN
2019,5.889000000000001,BA_Forest_NonForest,seasonal_mam,HN
2020,19.163999999999998,BA_Forest_NonForest,seasonal_mam,HN
2021,1.4660000000000002,BA_Forest_NonForest,seasonal_mam,HN
2022,2.071,BA_Forest_NonForest,seasonal_mam,HN
2023,9.652999999999999,BA_Forest_NonForest,seasonal_mam,HN
