year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.0,0.0,0.0,0.0,0.469,0.41500000000000004,1.125,0.016,0.027,0.021,0.011,BA_Total,monthly,GE
2002,0.034,0.012,0.0,0.0,0.0,0.0,0.022000000000000002,0.035,0.0,0.0,0.022,0.0,BA_Total,monthly,GE
2003,0.112,0.001,0.051,0.014,0.001,0.038,0.018,0.078,0.046,0.0,0.0,0.0,BA_Total,monthly,GE
2004,0.118,0.0,0.042,0.01,0.0,0.001,0.041999999999999996,0.362,0.159,0.0,0.013000000000000001,0.0,BA_Total,monthly,GE
2005,0.0,0.351,0.0,0.0,0.0,0.01,0.091,0.8460000000000001,0.0,0.0,0.0,0.002,BA_Total,monthly,GE
2006,0.0,0.078,0.0,0.0,0.0,0.07200000000000001,0.391,0.975,0.055,0.004,0.0,0.0,BA_Total,monthly,GE
2007,0.0,0.156,0.004,0.0,0.0,0.006,0.009000000000000001,0.20700000000000002,0.094,0.051000000000000004,0.0,0.0,BA_Total,monthly,GE
2008,0.0,0.0,0.037000000000000005,0.0,0.0,0.0,0.062,0.395,0.011,0.011,0.019,0.015,BA_Total,monthly,GE
2009,0.078,0.003,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,GE
2010,0.0,0.0,0.112,0.0,0.0,0.0,0.385,0.556,0.12000000000000001,0.04,0.474,0.122,BA_Total,monthly,GE
2011,0.004,0.0,0.002,0.0,0.0,0.0,0.055999999999999994,0.229,0.187,0.027999999999999997,0.0,0.0,BA_Total,monthly,GE
2012,0.0,0.06799999999999999,0.026000000000000002,0.017,0.0,0.0,0.0,0.05,0.003,0.012,0.018,0.0,BA_Total,monthly,GE
2013,0.018000000000000002,0.07100000000000001,0.001,0.004,0.028000000000000004,0.0,0.026,0.030000000000000002,0.012,0.014,0.004,0.066,BA_Total,monthly,GE
2014,0.001,0.189,0.033,0.001,0.0,0.0,0.011,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,GE
2015,0.507,0.024,0.0,0.0,0.001,0.0,1.166,0.44,0.026000000000000002,0.05600000000000001,0.013,0.006,BA_Total,monthly,GE
2016,0.003,0.194,0.0,0.002,0.0,0.003,0.002,1.045,0.085,0.009000000000000001,0.0,0.0,BA_Total,monthly,GE
2017,0.0,0.20700000000000002,0.009000000000000001,0.0,0.0,0.002,0.176,0.519,0.049,0.03900000000000001,0.001,0.0,BA_Total,monthly,GE
2018,0.0,0.0,0.0,0.0,0.0,0.015,0.309,0.078,0.042,0.07,0.003,0.0,BA_Total,monthly,GE
2019,0.0,0.0,0.081,0.0,0.0,0.087,1.282,0.115,0.0,0.034,0.246,0.095,BA_Total,monthly,GE
2020,0.081,0.079,0.21800000000000003,0.0,0.001,0.001,0.7,0.009,0.002,0.037000000000000005,0.0,0.045,BA_Total,monthly,GE
2021,0.085,0.0,0.0,0.0,0.0,0.007,0.306,0.003,0.079,0.009000000000000001,0.0,0.001,BA_Total,monthly,GE
2022,0.0,0.015,0.009,0.0,0.0,0.0,0.052000000000000005,0.254,0.07100000000000001,0.0,0.014,0.005,BA_Total,monthly,GE
2023,0.045000000000000005,0.0,0.0,0.0,0.0,0.0,,,,,,,BA_Total,monthly,GE
