year,sum,variable,timescale,country
2002,68.92429564702914,Cem_Total,yearly,SSD
2003,71.72517009722519,Cem_Total,yearly,SSD
2004,70.04335927626732,Cem_Total,yearly,SSD
2005,77.87950906574994,Cem_Total,yearly,SSD
2006,54.512637967839794,Cem_Total,yearly,SSD
2007,71.60956878926564,Cem_Total,yearly,SSD
2008,73.36651500747416,Cem_Total,yearly,SSD
2009,75.68024597874495,Cem_Total,yearly,SSD
2010,55.74402778071236,Cem_Total,yearly,SSD
2011,74.94987601365816,Cem_Total,yearly,SSD
2012,67.7707345552943,Cem_Total,yearly,SSD
2013,63.861443729197035,Cem_Total,yearly,SSD
2014,67.28158455211505,Cem_Total,yearly,SSD
2015,68.46897721822901,Cem_Total,yearly,SSD
2016,79.85693135699674,Cem_Total,yearly,SSD
2017,66.39008991226888,Cem_Total,yearly,SSD
2018,79.16981741144431,Cem_Total,yearly,SSD
2019,41.746695541591336,Cem_Total,yearly,SSD
2020,69.62676334758645,Cem_Total,yearly,SSD
