year,sum,variable,timescale,country
2001,2.1100000000000003,BA_Total,seasonal_mam,GTM
2002,10.502,BA_Total,seasonal_mam,GTM
2003,33.074999999999996,BA_Total,seasonal_mam,GTM
2004,2.849,BA_Total,seasonal_mam,GTM
2005,24.399,BA_Total,seasonal_mam,GTM
2006,5.48,BA_Total,seasonal_mam,GTM
2007,19.583,BA_Total,seasonal_mam,GTM
2008,6.289,BA_Total,seasonal_mam,GTM
2009,13.868999999999998,BA_Total,seasonal_mam,GTM
2010,8.520000000000001,BA_Total,seasonal_mam,GTM
2011,6.638999999999999,BA_Total,seasonal_mam,GTM
2012,5.837,BA_Total,seasonal_mam,GTM
2013,11.141,BA_Total,seasonal_mam,GTM
2014,3.6029999999999998,BA_Total,seasonal_mam,GTM
2015,7.382,BA_Total,seasonal_mam,GTM
2016,11.36,BA_Total,seasonal_mam,GTM
2017,7.138000000000001,BA_Total,seasonal_mam,GTM
2018,2.891,BA_Total,seasonal_mam,GTM
2019,6.577999999999999,BA_Total,seasonal_mam,GTM
2020,7.84,BA_Total,seasonal_mam,GTM
2021,2.8890000000000002,BA_Total,seasonal_mam,GTM
2022,3.6319999999999997,BA_Total,seasonal_mam,GTM
2023,3.826,BA_Total,seasonal_mam,GTM
