year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.009,0.078,0.004,0.0,0.762,0.764,0.077,0.024999999999999998,0.032,0.0,0.0,BA_Total,monthly,KG
2002,0.0,0.0,0.0,0.0,0.0,0.013,0.223,0.937,0.9709999999999999,0.8640000000000001,0.133,0.0,BA_Total,monthly,KG
2003,0.0,0.0,0.12200000000000001,0.15300000000000002,0.022,0.0,0.001,0.233,0.544,0.326,0.002,0.0,BA_Total,monthly,KG
2004,0.0,0.004,0.009000000000000001,0.07300000000000001,0.0,0.442,0.21100000000000002,0.2,0.452,0.038000000000000006,0.108,0.0,BA_Total,monthly,KG
2005,0.0,0.015,0.015000000000000001,0.07700000000000001,0.0,0.1,0.37,0.15,0.34,0.6900000000000001,0.009,0.0,BA_Total,monthly,KG
2006,0.0,0.07200000000000001,0.14100000000000001,0.095,0.0,0.23,0.167,1.092,0.779,0.025,0.0,0.0,BA_Total,monthly,KG
2007,0.007,0.0,0.155,0.0,0.007,0.14,0.022,0.233,0.8400000000000001,0.20700000000000002,0.508,0.0,BA_Total,monthly,KG
2008,0.0,0.0,0.029000000000000005,0.017,0.0,0.002,0.004,0.8089999999999999,0.253,0.003,0.031,0.002,BA_Total,monthly,KG
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.419,0.156,0.203,0.029,0.006,0.0,BA_Total,monthly,KG
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.011000000000000001,0.502,0.218,0.0,0.048,0.0,BA_Total,monthly,KG
2011,0.0,0.0,0.004,0.009000000000000001,0.0,0.002,0.04300000000000001,0.164,0.9090000000000001,0.269,0.031,0.0,BA_Total,monthly,KG
2012,0.0,0.0,0.014,0.033,0.0,0.0,0.0,0.129,0.256,0.521,0.004,0.0,BA_Total,monthly,KG
2013,0.0,0.0,0.011,0.0,0.0,0.0,0.003,0.02,0.338,0.022,0.013,0.0,BA_Total,monthly,KG
2014,0.0,0.001,0.008,0.0,0.0,0.0,0.0,0.12,0.034,0.096,0.0,0.0,BA_Total,monthly,KG
2015,0.0,0.0,0.009,0.0,0.0,0.058,0.432,0.027000000000000003,0.004,0.009000000000000001,0.001,0.0,BA_Total,monthly,KG
2016,0.0,0.039,0.0,0.007,0.0,0.0,0.0,0.296,0.081,0.023,0.10200000000000001,0.0,BA_Total,monthly,KG
2017,0.0,0.0,0.016,0.0,0.0,0.0,0.013000000000000001,0.101,0.271,0.05,0.005,0.0,BA_Total,monthly,KG
2018,0.0,0.0,0.018000000000000002,0.001,0.0,0.0,0.0,0.287,0.29200000000000004,0.049,0.0,0.0,BA_Total,monthly,KG
2019,0.0,0.026999999999999996,0.09800000000000002,0.0,0.0,0.004,0.007,0.30300000000000005,0.092,0.0,0.0,0.0,BA_Total,monthly,KG
2020,0.0,0.001,0.005,0.0,0.0,0.0,0.0,0.11200000000000002,0.019,0.333,0.002,0.0,BA_Total,monthly,KG
2021,0.0,0.069,0.0,0.009,0.0,0.003,0.05,0.04600000000000001,0.054,0.0,0.0,0.0,BA_Total,monthly,KG
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.251,0.157,0.003,0.0,0.0,BA_Total,monthly,KG
2023,0.0,0.0,0.004,0.0,0.02,0.045,,,,,,,BA_Total,monthly,KG
