year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2001,0.0,0.0,0.0,0.0,0.023000000000000003,0.039999999999999994,0.0,0.0,0.018,0.004,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2002,0.0,0.0,0.0,0.002,0.039999999999999994,0.0,0.020999999999999998,0.627,2.1290000000000004,0.17400000000000004,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2003,0.0,0.0,0.0,0.079,0.458,0.039,0.012,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2004,0.0,0.0,0.0,0.005,0.005,0.188,0.044,0.0,0.003,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2005,0.0,0.0,0.0,0.003,0.115,0.0,0.0,0.0,0.002,0.05900000000000001,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2006,0.0,0.0,0.0,1.073,0.278,0.045,0.014,0.0,0.322,0.033,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2007,0.0,0.0,0.005,0.136,2.322,0.925,0.06199999999999999,0.020999999999999998,0.027,0.14300000000000002,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2008,0.0,0.0,0.013000000000000001,1.512,2.019,0.52,0.001,0.098,0.003,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2009,0.0,0.0,0.005,0.064,4.3500000000000005,0.7350000000000002,0.0,0.0,0.002,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2010,0.0,0.0,0.005,0.057999999999999996,0.0,0.012,0.004,0.0,0.02,0.012,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2011,0.0,0.0,0.0,0.001,0.0,0.015,0.0,0.0,0.3370000000000001,0.31600000000000006,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2012,0.0,0.0,0.019000000000000003,0.17400000000000002,6.497,0.054000000000000006,0.029,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2013,0.0,0.0,0.0,0.004,0.13799999999999998,0.0,0.0,0.0,0.0,0.027000000000000003,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2014,0.0,0.0,0.006,0.0,0.0,0.0,0.0,0.01,0.026,0.001,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2015,0.0,0.0,0.0,0.8450000000000001,0.785,0.118,0.35300000000000004,0.008,0.005,0.012,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2016,0.0,0.0,0.0,0.005,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2017,0.0,0.0,0.02,0.012,0.222,0.41200000000000003,0.993,0.002,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2018,0.0,0.0,0.002,0.009,0.069,0.236,0.0,0.0,0.016,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2019,0.0,0.0,0.0,0.63,0.779,0.0,0.0,0.0,0.001,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2020,0.0,0.0,0.015,0.28,0.018,0.0,0.0,0.0,0.0,0.003,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2022,0.0,0.0,0.0,0.0,0.002,0.0,0.189,0.0,0.007,0.003,0.0,0.0,BA_Forest_NonForest,monthly,MNG
2023,0.0,0.018,0.002,0.052000000000000005,0.0,0.0,,,,,,,BA_Forest_NonForest,monthly,MNG
