fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
theil-sen,2002-10-01,2020-10-01,-1.5e-05,0.000514,0.214494,0.659774,Cem_Forest_NonForest,seasonal_son,HR
