year,sum,variable,timescale,country
2001,0.0,BA_Total,seasonal_djf,KHM
2002,110.51000000000002,BA_Total,seasonal_djf,KHM
2003,124.27099999999999,BA_Total,seasonal_djf,KHM
2004,136.597,BA_Total,seasonal_djf,KHM
2005,135.907,BA_Total,seasonal_djf,KHM
2006,127.925,BA_Total,seasonal_djf,KHM
2007,148.852,BA_Total,seasonal_djf,KHM
2008,118.03499999999998,BA_Total,seasonal_djf,KHM
2009,126.28799999999998,BA_Total,seasonal_djf,KHM
2010,105.598,BA_Total,seasonal_djf,KHM
2011,136.34199999999998,BA_Total,seasonal_djf,KHM
2012,106.334,BA_Total,seasonal_djf,KHM
2013,118.43100000000001,BA_Total,seasonal_djf,KHM
2014,97.743,BA_Total,seasonal_djf,KHM
2015,121.12699999999998,BA_Total,seasonal_djf,KHM
2016,120.38099999999999,BA_Total,seasonal_djf,KHM
2017,97.724,BA_Total,seasonal_djf,KHM
2018,97.881,BA_Total,seasonal_djf,KHM
2019,106.183,BA_Total,seasonal_djf,KHM
2020,108.35799999999999,BA_Total,seasonal_djf,KHM
2021,93.77000000000001,BA_Total,seasonal_djf,KHM
2022,64.74999999999999,BA_Total,seasonal_djf,KHM
2023,68.076,BA_Total,seasonal_djf,KHM
