year,sum,variable,timescale,country
2002,100.68381742478647,Cem_Total,yearly,ZMB
2003,106.48559277107512,Cem_Total,yearly,ZMB
2004,96.73451381748231,Cem_Total,yearly,ZMB
2005,102.84274037607814,Cem_Total,yearly,ZMB
2006,80.46107514730042,Cem_Total,yearly,ZMB
2007,86.53419978641661,Cem_Total,yearly,ZMB
2008,93.12150673425845,Cem_Total,yearly,ZMB
2009,76.31918228606042,Cem_Total,yearly,ZMB
2010,91.34077851869667,Cem_Total,yearly,ZMB
2011,87.07154211225114,Cem_Total,yearly,ZMB
2012,88.99319742856699,Cem_Total,yearly,ZMB
2013,89.39788780218093,Cem_Total,yearly,ZMB
2014,86.0776068407777,Cem_Total,yearly,ZMB
2015,98.34664720131283,Cem_Total,yearly,ZMB
2016,90.9187262323696,Cem_Total,yearly,ZMB
2017,87.58598670794369,Cem_Total,yearly,ZMB
2018,87.74818730061807,Cem_Total,yearly,ZMB
2019,91.35063348570834,Cem_Total,yearly,ZMB
2020,81.97342716352249,Cem_Total,yearly,ZMB
