year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,17.948,1.2559999999999998,0.082,0.078,0.5630000000000001,2.221,2.2010000000000005,139.27,96.987,107.609,0.238,3.3200000000000003,BA_Total,monthly,BW
2002,13.734,2.253,13.22,24.576999999999998,17.663999999999994,8.347999999999999,65.38599999999998,52.507000000000005,83.411,80.72999999999999,25.232999999999997,3.7800000000000002,BA_Total,monthly,BW
2003,4.494,0.9670000000000001,1.4989999999999999,1.567,2.403,0.8180000000000001,1.53,12.513,27.683,16.973,2.653,0.46599999999999997,BA_Total,monthly,BW
2004,1.11,0.017,0.0,0.08000000000000002,0.023,0.14600000000000002,1.9029999999999998,11.143,26.826000000000004,34.35200000000001,17.255,1.609,BA_Total,monthly,BW
2005,1.718,1.124,0.808,2.524,2.569,3.1859999999999995,9.25,28.871999999999996,29.579,48.980000000000004,8.996999999999998,0.6660000000000001,BA_Total,monthly,BW
2006,0.018000000000000002,0.006,0.003,0.037000000000000005,0.5720000000000001,4.28,12.83,57.09199999999999,125.43400000000001,33.262,8.400999999999998,8.953,BA_Total,monthly,BW
2007,2.586,3.429,45.498,1.4560000000000002,4.158000000000001,4.308999999999999,5.615999999999999,17.174,41.545,11.398,3.6240000000000006,1.033,BA_Total,monthly,BW
2008,0.006,0.06200000000000001,0.127,0.256,0.35400000000000004,3.076,6.768,124.35300000000001,245.85399999999998,102.75599999999999,38.601,1.444,BA_Total,monthly,BW
2009,0.263,0.29000000000000004,0.165,0.21000000000000002,0.968,0.6210000000000001,1.027,17.988999999999997,72.18600000000002,11.792000000000002,4.053,2.412,BA_Total,monthly,BW
2010,0.493,0.374,0.22500000000000003,0.091,0.28200000000000003,2.8970000000000002,33.715,136.89499999999998,152.049,273.186,29.238999999999997,1.519,BA_Total,monthly,BW
2011,0.16,1.389,1.197,0.22900000000000004,0.5409999999999999,11.746000000000002,43.772,142.48499999999999,161.36399999999998,375.25500000000005,40.491,0.4580000000000001,BA_Total,monthly,BW
2012,2.8070000000000004,0.49200000000000005,1.468,1.134,2.887,4.288,8.718,33.43299999999999,126.67099999999999,42.57,18.677000000000003,0.30200000000000005,BA_Total,monthly,BW
2013,1.085,0.8230000000000001,3.168,6.463999999999999,3.769,2.105,6.135999999999999,18.447999999999997,54.901,84.207,14.005999999999997,0.066,BA_Total,monthly,BW
2014,0.379,0.008,0.034,0.032,0.086,1.0270000000000001,1.326,10.212,68.136,54.834999999999994,2.883999999999999,0.525,BA_Total,monthly,BW
2015,1.175,7.311000000000001,3.82,0.30900000000000005,0.19700000000000004,1.6300000000000001,3.3430000000000004,10.308,15.708999999999998,28.03,17.546,4.597,BA_Total,monthly,BW
2016,3.062,0.47100000000000003,0.068,1.181,1.8090000000000002,0.8380000000000001,1.4320000000000002,3.766999999999999,22.578000000000003,31.052,6.819,0.43899999999999995,BA_Total,monthly,BW
2017,0.009000000000000001,0.005,0.07,0.273,0.05700000000000001,1.213,3.242,36.778999999999996,119.35700000000001,44.203,17.110000000000003,13.544,BA_Total,monthly,BW
2018,4.898,0.040999999999999995,0.025,0.3900000000000001,2.2649999999999997,1.7970000000000002,1.328,6.869999999999999,60.477000000000004,31.297,17.322,9.815,BA_Total,monthly,BW
2019,0.362,0.641,4.588,1.337,1.725,1.2970000000000002,2.6820000000000004,3.6469999999999994,14.192,22.149,5.867999999999999,0.888,BA_Total,monthly,BW
2020,0.7760000000000001,0.014,0.058,0.015000000000000001,0.3980000000000001,0.942,3.8560000000000003,6.6610000000000005,78.725,57.425999999999995,6.427,0.019,BA_Total,monthly,BW
2021,0.027,0.008,0.12000000000000001,0.056999999999999995,0.9390000000000001,8.0,13.417000000000002,83.18100000000001,218.82699999999997,133.406,40.592000000000006,1.1400000000000001,BA_Total,monthly,BW
2022,0.265,1.3299999999999998,0.289,0.6970000000000001,3.787,4.221,7.136999999999999,88.01799999999999,123.317,127.00499999999998,1.5730000000000004,1.342,BA_Total,monthly,BW
2023,5.138999999999999,0.535,2.6029999999999998,11.091999999999999,19.811,45.081,,,,,,,BA_Total,monthly,BW
