fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,country
theil-sen,2002-10-01,2020-10-01,0.0,-0.0,0.0,0.0,0.310983,0.0,-0.0,0.0,0.609216,0.000669,0.404454,0.746093,Cem_Total,seasonal_son,BEL
