year,sum,variable,timescale,region
2001,0.002,BA_Forest_NonForest,yearly,SLO
2002,0.0,BA_Forest_NonForest,yearly,SLO
2003,0.0,BA_Forest_NonForest,yearly,SLO
2004,0.001,BA_Forest_NonForest,yearly,SLO
2005,0.0,BA_Forest_NonForest,yearly,SLO
2006,0.012,BA_Forest_NonForest,yearly,SLO
2007,0.002,BA_Forest_NonForest,yearly,SLO
2008,0.0,BA_Forest_NonForest,yearly,SLO
2009,0.006,BA_Forest_NonForest,yearly,SLO
2010,0.0,BA_Forest_NonForest,yearly,SLO
2011,0.07200000000000001,BA_Forest_NonForest,yearly,SLO
2012,0.025,BA_Forest_NonForest,yearly,SLO
2013,0.001,BA_Forest_NonForest,yearly,SLO
2014,0.003,BA_Forest_NonForest,yearly,SLO
2015,0.0,BA_Forest_NonForest,yearly,SLO
2016,0.003,BA_Forest_NonForest,yearly,SLO
2017,0.0,BA_Forest_NonForest,yearly,SLO
2018,0.007,BA_Forest_NonForest,yearly,SLO
2019,0.0,BA_Forest_NonForest,yearly,SLO
2020,0.0,BA_Forest_NonForest,yearly,SLO
2021,0.0,BA_Forest_NonForest,yearly,SLO
2022,0.015,BA_Forest_NonForest,yearly,SLO
2023,0.0,BA_Forest_NonForest,yearly,SLO
