year,sum,variable,timescale,region
2001,0.051000000000000004,BA_Total,yearly,LT
2002,0.30400000000000005,BA_Total,yearly,LT
2003,0.36000000000000004,BA_Total,yearly,LT
2004,0.077,BA_Total,yearly,LT
2005,0.1,BA_Total,yearly,LT
2006,0.06999999999999999,BA_Total,yearly,LT
2007,0.08,BA_Total,yearly,LT
2008,0.152,BA_Total,yearly,LT
2009,0.34400000000000003,BA_Total,yearly,LT
2010,0.03,BA_Total,yearly,LT
2011,0.026000000000000002,BA_Total,yearly,LT
2012,0.013,BA_Total,yearly,LT
2013,0.043000000000000003,BA_Total,yearly,LT
2014,0.036,BA_Total,yearly,LT
2015,0.149,BA_Total,yearly,LT
2016,0.01,BA_Total,yearly,LT
2017,0.003,BA_Total,yearly,LT
2018,0.21,BA_Total,yearly,LT
2019,0.158,BA_Total,yearly,LT
2020,0.069,BA_Total,yearly,LT
2021,0.005,BA_Total,yearly,LT
2022,0.23900000000000002,BA_Total,yearly,LT
2023,0.006,BA_Total,yearly,LT
