fittype,tstart,tend,slope,slope_lower,slope_upper,slope_mann_kendall,pvalue_slope,intercept,intercept_lower,intercept_upper,pvalue_intercept,SE,corrcoef,R2adj,variable,timescale,country
theil-sen,2001-10-01,2023-10-01,-0.107173,-0.226576,0.01223,-0.1086,0.078541,3.386835,1.853079,4.920591,1.5e-05,2.113008,0.993639,0.996338,BA_Forest_NonForest,seasonal_son,CAF
