year,sum,variable,timescale,country
2001,0.8740000000000001,BA_Total,yearly,BLR
2002,9.108,BA_Total,yearly,BLR
2003,3.344,BA_Total,yearly,BLR
2004,1.046,BA_Total,yearly,BLR
2005,1.8330000000000002,BA_Total,yearly,BLR
2006,3.2640000000000002,BA_Total,yearly,BLR
2007,0.9169999999999999,BA_Total,yearly,BLR
2008,1.962,BA_Total,yearly,BLR
2009,1.7160000000000002,BA_Total,yearly,BLR
2010,0.613,BA_Total,yearly,BLR
2011,0.28200000000000003,BA_Total,yearly,BLR
2012,2.3400000000000003,BA_Total,yearly,BLR
2013,0.638,BA_Total,yearly,BLR
2014,2.979,BA_Total,yearly,BLR
2015,5.4510000000000005,BA_Total,yearly,BLR
2016,0.436,BA_Total,yearly,BLR
2017,0.346,BA_Total,yearly,BLR
2018,1.879,BA_Total,yearly,BLR
2019,1.673,BA_Total,yearly,BLR
2020,3.2949999999999995,BA_Total,yearly,BLR
2021,0.459,BA_Total,yearly,BLR
2022,0.461,BA_Total,yearly,BLR
2023,0.039,BA_Total,yearly,BLR
