year,sum,variable,timescale,country
2002,0.012203456437397186,Cem_Total,seasonal_mam,SLV
2003,0.003819496766962555,Cem_Total,seasonal_mam,SLV
2004,0.02643824963059847,Cem_Total,seasonal_mam,SLV
2005,0.002827586334931549,Cem_Total,seasonal_mam,SLV
2006,0.022155512690559903,Cem_Total,seasonal_mam,SLV
2007,0.0030653230278866574,Cem_Total,seasonal_mam,SLV
2008,0.0067328458695737475,Cem_Total,seasonal_mam,SLV
2009,0.01622889650761809,Cem_Total,seasonal_mam,SLV
2010,0.004587259948870666,Cem_Total,seasonal_mam,SLV
2011,0.0036952630230865785,Cem_Total,seasonal_mam,SLV
2012,0.0107573539109039,Cem_Total,seasonal_mam,SLV
2013,0.1384319530143146,Cem_Total,seasonal_mam,SLV
2014,0.013286170098780517,Cem_Total,seasonal_mam,SLV
2015,0.0749648464406178,Cem_Total,seasonal_mam,SLV
2016,0.0025470106978734133,Cem_Total,seasonal_mam,SLV
2017,0.08698063383691672,Cem_Total,seasonal_mam,SLV
2018,0.03418194922085726,Cem_Total,seasonal_mam,SLV
2019,0.06328363157347186,Cem_Total,seasonal_mam,SLV
2020,0.0321683064432573,Cem_Total,seasonal_mam,SLV
