year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0005790020727821656,0.0,0.00071685073412677,0.008304740577320802,0.0,0.0,Cem_Total,monthly,XNC
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008971578980570222,0.0,0.0,Cem_Total,monthly,XNC
2005,0.0,0.0,0.0,0.0,0.0014357105888464965,0.009418372452958467,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008010682596884157,0.0,0.0,0.0,Cem_Total,monthly,XNC
2011,0.0,0.0,0.0,0.0,0.0,0.0024349354078671876,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.00041285085159825137,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2016,0.0,0.0,0.0,0.0,0.0,0.010905684626258058,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
2020,0.0,0.0,0.0,0.0,0.0025623953208010713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,XNC
