year,sum,variable,timescale,region
2002,0.0007356133860853881,Cem_Forest_NonForest,yearly,SK
2003,0.00033452160114175416,Cem_Forest_NonForest,yearly,SK
2004,0.0,Cem_Forest_NonForest,yearly,SK
2005,0.0003211559543642578,Cem_Forest_NonForest,yearly,SK
2006,0.00022649119797991943,Cem_Forest_NonForest,yearly,SK
2007,0.00012762639759869384,Cem_Forest_NonForest,yearly,SK
2008,0.0002290599493631592,Cem_Forest_NonForest,yearly,SK
2009,0.00011290528951086426,Cem_Forest_NonForest,yearly,SK
2010,0.0,Cem_Forest_NonForest,yearly,SK
2011,0.0001690762216845703,Cem_Forest_NonForest,yearly,SK
2012,0.0001068495484375,Cem_Forest_NonForest,yearly,SK
2013,0.0,Cem_Forest_NonForest,yearly,SK
2014,0.00038876577024633786,Cem_Forest_NonForest,yearly,SK
2015,0.0,Cem_Forest_NonForest,yearly,SK
2016,0.0,Cem_Forest_NonForest,yearly,SK
2017,0.00022680635992373656,Cem_Forest_NonForest,yearly,SK
2018,0.0008519093045629426,Cem_Forest_NonForest,yearly,SK
2019,0.0,Cem_Forest_NonForest,yearly,SK
2020,0.0,Cem_Forest_NonForest,yearly,SK
