year,sum,variable,timescale,region
2001,0.013,BA_Total,yearly,DJ
2002,0.0,BA_Total,yearly,DJ
2003,0.0,BA_Total,yearly,DJ
2004,0.0,BA_Total,yearly,DJ
2005,0.0,BA_Total,yearly,DJ
2006,0.004,BA_Total,yearly,DJ
2007,0.0,BA_Total,yearly,DJ
2008,0.002,BA_Total,yearly,DJ
2009,0.0,BA_Total,yearly,DJ
2010,0.001,BA_Total,yearly,DJ
2011,0.049999999999999996,BA_Total,yearly,DJ
2012,0.001,BA_Total,yearly,DJ
2013,0.0,BA_Total,yearly,DJ
2014,0.0,BA_Total,yearly,DJ
2015,0.0,BA_Total,yearly,DJ
2016,0.036,BA_Total,yearly,DJ
2017,0.006,BA_Total,yearly,DJ
2018,0.0,BA_Total,yearly,DJ
2019,0.0,BA_Total,yearly,DJ
2020,0.026000000000000002,BA_Total,yearly,DJ
2021,0.005,BA_Total,yearly,DJ
2022,0.01,BA_Total,yearly,DJ
2023,0.056,BA_Total,yearly,DJ
