year,sum,variable,timescale,country
2002,0.0,Cem_Total,seasonal_djf,SLE
2003,1.6898726162648807,Cem_Total,seasonal_djf,SLE
2004,1.7225544221591371,Cem_Total,seasonal_djf,SLE
2005,1.9167371669641675,Cem_Total,seasonal_djf,SLE
2006,0.9679719922421398,Cem_Total,seasonal_djf,SLE
2007,4.944159739388583,Cem_Total,seasonal_djf,SLE
2008,1.1607113204740322,Cem_Total,seasonal_djf,SLE
2009,1.3445701952650368,Cem_Total,seasonal_djf,SLE
2010,0.7471316827544037,Cem_Total,seasonal_djf,SLE
2011,1.2595862099320079,Cem_Total,seasonal_djf,SLE
2012,1.650348139732274,Cem_Total,seasonal_djf,SLE
2013,1.5712247201191567,Cem_Total,seasonal_djf,SLE
2014,1.1711397742267615,Cem_Total,seasonal_djf,SLE
2015,1.703218535517711,Cem_Total,seasonal_djf,SLE
2016,2.5942553261129158,Cem_Total,seasonal_djf,SLE
2017,1.9285932944805289,Cem_Total,seasonal_djf,SLE
2018,1.4699123198384718,Cem_Total,seasonal_djf,SLE
2019,1.4557427486144832,Cem_Total,seasonal_djf,SLE
2020,1.7018707204704642,Cem_Total,seasonal_djf,SLE
