year,sum,variable,timescale,region
2002,0.031023004439443665,Cem_Forest_NonForest,yearly,ES
2003,0.05613120217869811,Cem_Forest_NonForest,yearly,ES
2004,0.058877053486152894,Cem_Forest_NonForest,yearly,ES
2005,0.027891446807351804,Cem_Forest_NonForest,yearly,ES
2006,0.028117355088211626,Cem_Forest_NonForest,yearly,ES
2007,0.3177792026681375,Cem_Forest_NonForest,yearly,ES
2008,0.21372425908239978,Cem_Forest_NonForest,yearly,ES
2009,0.0210242458702955,Cem_Forest_NonForest,yearly,ES
2010,0.0749581117177274,Cem_Forest_NonForest,yearly,ES
2011,0.07077164193220806,Cem_Forest_NonForest,yearly,ES
2012,0.030544575960954976,Cem_Forest_NonForest,yearly,ES
2013,0.04781582008556431,Cem_Forest_NonForest,yearly,ES
2014,0.0340494534600122,Cem_Forest_NonForest,yearly,ES
2015,0.02938453558629111,Cem_Forest_NonForest,yearly,ES
2016,0.03668085359063115,Cem_Forest_NonForest,yearly,ES
2017,0.028145861345376395,Cem_Forest_NonForest,yearly,ES
2018,0.029017854729970673,Cem_Forest_NonForest,yearly,ES
2019,0.11104665520684609,Cem_Forest_NonForest,yearly,ES
2020,0.03057428548949376,Cem_Forest_NonForest,yearly,ES
