year,sum,variable,timescale,country
2001,0.431,BA_Total,seasonal_mam,IRQ
2002,0.8480000000000001,BA_Total,seasonal_mam,IRQ
2003,0.808,BA_Total,seasonal_mam,IRQ
2004,0.676,BA_Total,seasonal_mam,IRQ
2005,0.7750000000000001,BA_Total,seasonal_mam,IRQ
2006,0.8190000000000001,BA_Total,seasonal_mam,IRQ
2007,0.532,BA_Total,seasonal_mam,IRQ
2008,1.327,BA_Total,seasonal_mam,IRQ
2009,0.5589999999999999,BA_Total,seasonal_mam,IRQ
2010,0.937,BA_Total,seasonal_mam,IRQ
2011,0.353,BA_Total,seasonal_mam,IRQ
2012,0.641,BA_Total,seasonal_mam,IRQ
2013,0.9690000000000001,BA_Total,seasonal_mam,IRQ
2014,1.6400000000000001,BA_Total,seasonal_mam,IRQ
2015,3.8960000000000004,BA_Total,seasonal_mam,IRQ
2016,3.088,BA_Total,seasonal_mam,IRQ
2017,2.8920000000000003,BA_Total,seasonal_mam,IRQ
2018,2.138,BA_Total,seasonal_mam,IRQ
2019,7.972000000000001,BA_Total,seasonal_mam,IRQ
2020,6.476,BA_Total,seasonal_mam,IRQ
2021,2.5550000000000006,BA_Total,seasonal_mam,IRQ
2022,0.244,BA_Total,seasonal_mam,IRQ
2023,1.396,BA_Total,seasonal_mam,IRQ
