year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.0,0.05,0.0,0.0,0.0,0.09800000000000002,0.071,0.014,0.021,0.0,0.0,BA_Total,monthly,PL
2002,0.0,0.0,0.02,0.0,0.0,0.018000000000000002,0.18100000000000002,0.46,0.079,0.008,0.0,0.0,BA_Total,monthly,PL
2003,0.0,0.002,0.688,0.009000000000000001,0.0,0.0,0.16499999999999998,0.09000000000000001,0.057,0.011,0.0,0.0,BA_Total,monthly,PL
2004,0.0,0.0,0.023,0.031,0.0,0.0,0.092,0.069,0.149,0.013000000000000001,0.0,0.0,BA_Total,monthly,PL
2005,0.0,0.0,0.435,0.001,0.0,0.0,0.081,0.009000000000000001,0.017,0.012000000000000002,0.0,0.0,BA_Total,monthly,PL
2006,0.0,0.0,0.018,0.001,0.005,0.001,0.16399999999999998,0.091,0.031000000000000003,0.019,0.0,0.0,BA_Total,monthly,PL
2007,0.0,0.0,0.068,0.001,0.0,0.019,0.067,0.001,0.014,0.0,0.0,0.0,BA_Total,monthly,PL
2008,0.0,0.0,0.0,0.0,0.0,0.004,0.5390000000000001,0.026000000000000002,0.056,0.039,0.0,0.0,BA_Total,monthly,PL
2009,0.0,0.0,0.12100000000000001,0.038000000000000006,0.0,0.0,0.011,0.0,0.05,0.0,0.0,0.0,BA_Total,monthly,PL
2010,0.0,0.0,0.193,0.001,0.0,0.092,0.14700000000000002,0.003,0.036000000000000004,0.014000000000000002,0.0,0.0,BA_Total,monthly,PL
2011,0.0,0.024999999999999998,0.097,0.0,0.0,0.002,0.043,0.017,0.013000000000000001,0.004,0.0,0.0,BA_Total,monthly,PL
2012,0.0,0.165,0.047,0.0,0.0,0.007,0.002,0.002,0.032,0.013000000000000001,0.0,0.0,BA_Total,monthly,PL
2013,0.0,0.0,0.002,0.21899999999999997,0.0,0.0,0.002,0.001,0.0,0.0,0.0,0.0,BA_Total,monthly,PL
2014,0.0,0.0,0.069,0.0,0.0,0.0,0.041,0.0,0.0,0.0,0.001,0.0,BA_Total,monthly,PL
2015,0.0,0.007,0.002,0.006,0.003,0.005,0.085,0.014,0.044,0.048,0.0,0.0,BA_Total,monthly,PL
2016,0.0,0.0,0.001,0.0,0.0,0.009000000000000001,0.051,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,PL
2017,0.0,0.011000000000000001,0.0,0.0,0.0,0.0,0.006,0.001,0.0,0.0,0.0,0.0,BA_Total,monthly,PL
2018,0.0,0.0,0.11199999999999999,0.0,0.0,0.001,0.046,0.002,0.044000000000000004,0.0,0.0,0.0,BA_Total,monthly,PL
2019,0.0,0.002,0.004,0.021,0.0,0.0,0.0,0.033,0.0,0.004,0.0,0.0,BA_Total,monthly,PL
2020,0.0,0.001,0.013000000000000001,0.18200000000000002,0.0,0.0,0.014000000000000002,0.005,0.0,0.0,0.0,0.0,BA_Total,monthly,PL
2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.006,0.0,0.0,0.0,BA_Total,monthly,PL
2022,0.0,0.001,0.07100000000000001,0.0,0.0,0.0,0.047,0.045,0.013,0.0,0.0,0.0,BA_Total,monthly,PL
2023,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,,,,,,,BA_Total,monthly,PL
