year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,60.888000000000005,21.702999999999996,16.549,8.248000000000001,5.713,1.0750000000000002,0.0,0.0,3.3249999999999997,144.65500000000003,84.36399999999999,66.686,BA_Total,monthly,ML
2002,41.14899999999999,18.467999999999996,14.054999999999996,9.415,5.905,1.2360000000000002,0.7590000000000001,0.0,2.107,54.015000000000015,93.439,87.618,BA_Total,monthly,ML
2003,33.081999999999994,20.721999999999998,14.969999999999999,7.898999999999999,2.2950000000000004,0.165,0.0,0.0,0.339,37.748999999999995,117.121,75.05299999999998,BA_Total,monthly,ML
2004,48.275999999999996,29.669999999999995,23.912999999999997,11.856999999999998,9.491999999999997,2.5919999999999996,0.37200000000000005,0.0,8.534999999999997,157.39599999999996,110.81899999999999,51.623999999999995,BA_Total,monthly,ML
2005,59.809,15.165,21.570999999999998,12.038999999999996,2.162,1.085,0.004,0.0,7.117,109.82199999999999,101.37899999999998,97.919,BA_Total,monthly,ML
2006,26.32,17.648999999999997,23.852,8.983,8.604999999999999,1.9600000000000002,0.383,0.0,0.327,118.19999999999999,162.224,54.373,BA_Total,monthly,ML
2007,44.574,26.843999999999994,16.128999999999998,10.547,8.058999999999997,2.367,0.405,0.0,1.0040000000000002,85.582,130.54299999999998,50.566,BA_Total,monthly,ML
2008,55.67199999999999,35.81899999999999,24.449999999999996,10.952999999999996,7.686999999999999,2.816,0.138,0.0,0.725,75.83200000000001,134.54399999999998,57.517,BA_Total,monthly,ML
2009,36.013999999999996,20.858999999999998,13.575999999999995,14.708999999999996,7.9339999999999975,2.5699999999999994,0.4190000000000001,0.0,0.253,48.727999999999994,88.58200000000002,72.70899999999999,BA_Total,monthly,ML
2010,49.60199999999999,20.234999999999992,21.087,5.389,5.684,1.6660000000000004,0.08900000000000001,0.0,1.05,57.75199999999999,123.857,52.36500000000001,BA_Total,monthly,ML
2011,47.230000000000004,22.328999999999997,18.883,15.628999999999996,5.27,4.366,0.402,0.0,2.3560000000000003,78.1,87.95799999999998,37.28599999999999,BA_Total,monthly,ML
2012,41.965,17.845999999999997,14.563999999999998,10.713,2.6050000000000004,0.918,0.0,0.0,0.7660000000000001,46.75599999999999,80.585,60.455999999999996,BA_Total,monthly,ML
2013,38.150999999999996,26.820999999999994,22.709999999999994,12.534999999999995,8.536,3.4250000000000003,0.163,0.0,1.9270000000000005,57.22399999999999,87.384,48.73899999999999,BA_Total,monthly,ML
2014,33.00399999999999,25.266999999999992,17.796999999999997,10.860999999999997,3.7700000000000005,1.367,0.254,0.0,0.21300000000000002,80.01400000000002,60.55100000000001,39.607,BA_Total,monthly,ML
2015,22.197,19.968999999999998,12.266,10.818999999999999,3.9739999999999998,1.145,0.01,0.0,1.132,26.883999999999997,135.97899999999996,24.415999999999993,BA_Total,monthly,ML
2016,120.035,20.346999999999994,11.511,12.165999999999999,4.935,4.031,0.267,0.0,1.2650000000000003,89.131,74.26999999999998,36.684,BA_Total,monthly,ML
2017,20.188,22.634999999999998,19.371999999999996,8.355,3.5900000000000007,2.7720000000000002,0.162,0.0,2.3070000000000004,116.88400000000001,55.056,22.685,BA_Total,monthly,ML
2018,19.758999999999997,11.421999999999999,17.206999999999997,8.3,4.91,0.8350000000000002,0.0,0.0,0.424,42.147999999999996,96.495,28.648999999999997,BA_Total,monthly,ML
2019,27.46,17.653999999999996,9.309,11.226999999999999,8.201999999999998,3.355000000000001,0.29600000000000004,0.0,0.28800000000000003,60.294999999999995,87.658,34.883999999999986,BA_Total,monthly,ML
2020,22.326,36.074,17.297999999999995,12.072999999999997,6.872999999999998,1.6470000000000002,0.223,0.0,0.331,110.90600000000002,88.866,26.859999999999996,BA_Total,monthly,ML
2021,35.81099999999999,19.892999999999997,19.584,16.250999999999994,8.443,4.7860000000000005,1.1540000000000001,0.0,2.068,93.433,98.07900000000001,22.615,BA_Total,monthly,ML
2022,23.756999999999998,18.749,9.681999999999999,10.623,4.933999999999999,1.102,0.03900000000000001,0.0,0.8510000000000001,117.57400000000001,79.108,35.90299999999999,BA_Total,monthly,ML
2023,20.846,30.773999999999994,19.854999999999997,14.888999999999998,13.445999999999996,4.797,,,,,,,BA_Total,monthly,ML
