year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2002,0.0,0.0,0.0008216161544099884,0.011827058086309846,0.0,0.0,0.003698694377780113,0.008278684936511013,0.007945945386851765,0.0,0.0,0.0,Cem_Total,monthly,LV
2003,0.0,0.0,0.04208417033944197,0.02022881659866605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2004,0.0,0.0,0.005268410842198746,0.0007860004178551942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00027027679893646236,0.0005709874015140381,0.0,0.0,0.0,Cem_Total,monthly,LV
2006,0.0,0.0,0.000744454511081848,0.0019458754510727236,5.781395463406372e-05,0.0007060023432007905,0.0,0.0,0.0004268992860144653,0.0,0.0,0.0,Cem_Total,monthly,LV
2007,0.0,0.0,0.005209806055149979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001889006962644043,0.0,0.0,Cem_Total,monthly,LV
2009,0.0,0.0,0.0,0.0003914468383463898,0.0,0.0,0.00012992615409234619,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2010,0.0,0.0,0.002409480969948715,0.0,0.0,0.0,0.00013721407205816649,0.0,0.0006531246161916504,0.0,0.0,0.0,Cem_Total,monthly,LV
2011,0.0,0.0,0.0,0.00013405897226391602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2012,0.0,0.0,0.0,5.4353119950714115e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2013,0.0,0.0,0.0,0.005975268796923066,0.0,0.0,0.0,8.796657559729004e-05,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2014,0.0,0.0,0.0016559454935050045,0.0,0.0,0.0,0.0011690357180325697,0.0007261894126600647,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2015,0.0,0.0,0.0028113603849869383,0.0,0.00012246650803051756,0.0001262227542911377,0.00013415059983392334,0.0005433326180434341,0.0,0.0005228404826168823,0.0,0.0,Cem_Total,monthly,LV
2016,0.0,0.0,0.0020606087583619997,4.6044469808288574e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2018,0.0,0.0,0.0,0.0,0.0,0.00858017467518445,0.01665248876844502,0.0008381967833865663,0.0,0.00022658783673931885,0.0,0.0,Cem_Total,monthly,LV
2019,0.0,0.0,0.0,5.814558939105224e-05,0.0,3.670363894952393e-05,0.0,7.434051706399536e-05,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
2020,0.0,0.0,0.0,0.0,0.0001816274046258469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Total,monthly,LV
