year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.046,BA_Forest_NonForest,monthly,BJ
2002,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.08299999999999999,BA_Forest_NonForest,monthly,BJ
2003,0.093,0.0,0.035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024,BA_Forest_NonForest,monthly,BJ
2004,0.0,0.003,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,BA_Forest_NonForest,monthly,BJ
2005,0.029,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.015,BA_Forest_NonForest,monthly,BJ
2006,0.0,0.001,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.014000000000000002,BA_Forest_NonForest,monthly,BJ
2007,0.20500000000000002,0.033,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.4840000000000001,BA_Forest_NonForest,monthly,BJ
2008,0.024,0.032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,BA_Forest_NonForest,monthly,BJ
2009,0.09299999999999999,0.013000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.011000000000000001,0.14700000000000002,BA_Forest_NonForest,monthly,BJ
2010,0.014,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,BA_Forest_NonForest,monthly,BJ
2011,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003,BA_Forest_NonForest,monthly,BJ
2012,0.0,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,BJ
2013,0.101,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.19799999999999998,BA_Forest_NonForest,monthly,BJ
2014,0.022,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,BA_Forest_NonForest,monthly,BJ
2015,0.003,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.015000000000000001,BA_Forest_NonForest,monthly,BJ
2016,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,BJ
2017,0.001,0.019999999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,BA_Forest_NonForest,monthly,BJ
2018,0.481,0.16300000000000003,0.003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069,BA_Forest_NonForest,monthly,BJ
2019,0.004,0.038000000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,BA_Forest_NonForest,monthly,BJ
2020,0.001,0.024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,BJ
2021,0.0,0.004,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,BJ
2022,0.0,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Forest_NonForest,monthly,BJ
2023,0.0,0.006,0.0,0.0,0.0,0.0,,,,,,,BA_Forest_NonForest,monthly,BJ
