fittype,tstart,tend,slope,intercept,corrcoef,R2adj,variable,timescale,region
theil-sen,2002-04-01,2020-04-01,-5e-06,8.6e-05,0.774704,0.684094,Cem_Forest_NonForest,seasonal_mam,A
