year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00010324306216064454,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2003,0.0,0.0,0.0,0.0,0.0,0.0005041247107929688,0.0,0.0006498305106812095,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010647712940256347,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.00020365064158831786,0.0001933301951656494,0.0004489910817393799,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036677978912186887,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046245880369714357,0.00037276937333642575,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.00024173548470751954,0.00011945032154638673,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019213254706903075,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.00019651016773022462,0.0007702028918934937,0.0016192570713002932,0.0001477725172668457,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005443917855847351,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002658955147425537,0.0014118907570761718,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000566894162579834,0.0018125660310602417,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0007054402297128906,0.0,0.0,0.0015369787321088868,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.00014063527516796877,0.0007690700359897461,0.0011839456468862304,0.0010317197392512207,0.0,0.0,Cem_Forest_NonForest,monthly,MA
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0004119935882139893,0.03325098807489746,0.013501325587292144,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,MA
