year,sum,variable,timescale,region
2001,0.006,BA_Total,yearly,TN
2002,0.119,BA_Total,yearly,TN
2003,0.14100000000000001,BA_Total,yearly,TN
2004,0.13,BA_Total,yearly,TN
2005,0.043,BA_Total,yearly,TN
2006,0.02,BA_Total,yearly,TN
2007,0.207,BA_Total,yearly,TN
2008,0.25,BA_Total,yearly,TN
2009,0.14500000000000002,BA_Total,yearly,TN
2010,0.2730000000000001,BA_Total,yearly,TN
2011,0.291,BA_Total,yearly,TN
2012,0.6180000000000001,BA_Total,yearly,TN
2013,0.6010000000000001,BA_Total,yearly,TN
2014,1.0110000000000001,BA_Total,yearly,TN
2015,0.341,BA_Total,yearly,TN
2016,0.29800000000000004,BA_Total,yearly,TN
2017,1.546,BA_Total,yearly,TN
2018,0.048,BA_Total,yearly,TN
2019,0.339,BA_Total,yearly,TN
2020,0.999,BA_Total,yearly,TN
2021,1.359,BA_Total,yearly,TN
2022,0.469,BA_Total,yearly,TN
2023,0.0,BA_Total,yearly,TN
