year,sum,variable,timescale,region
2002,0.00012847058020855714,Cem_Total,seasonal_son,MA
2003,0.004935002290986999,Cem_Total,seasonal_son,MA
2004,0.008381262999610428,Cem_Total,seasonal_son,MA
2005,0.013428244302473255,Cem_Total,seasonal_son,MA
2006,0.05927232853628068,Cem_Total,seasonal_son,MA
2007,0.011419069740282655,Cem_Total,seasonal_son,MA
2008,0.0029776044865382077,Cem_Total,seasonal_son,MA
2009,0.002815495100345093,Cem_Total,seasonal_son,MA
2010,0.006264472634129173,Cem_Total,seasonal_son,MA
2011,0.00886895212624772,Cem_Total,seasonal_son,MA
2012,0.018161904617782765,Cem_Total,seasonal_son,MA
2013,0.0026364875043186874,Cem_Total,seasonal_son,MA
2014,0.018616797510072263,Cem_Total,seasonal_son,MA
2015,0.00311273249073236,Cem_Total,seasonal_son,MA
2016,0.011935687009315934,Cem_Total,seasonal_son,MA
2017,0.009278587640742155,Cem_Total,seasonal_son,MA
2018,0.016370979522597653,Cem_Total,seasonal_son,MA
2019,0.015952144044983855,Cem_Total,seasonal_son,MA
2020,0.039042092240183346,Cem_Total,seasonal_son,MA
