year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.0,0.001,0.0,0.0,0.0,0.006,0.276,0.034999999999999996,0.0,0.0,0.0,BA_Forest_NonForest,monthly,EC
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.009000000000000001,0.016,0.0,BA_Forest_NonForest,monthly,EC
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.014,0.023,0.007,0.015,BA_Forest_NonForest,monthly,EC
2004,0.0,0.012,0.0,0.0,0.0,0.0,0.003,0.056,0.009000000000000001,0.0,0.003,0.007,BA_Forest_NonForest,monthly,EC
2005,0.001,0.011,0.0,0.0,0.0,0.008,0.008,0.08499999999999999,0.136,0.007,0.022,0.051000000000000004,BA_Forest_NonForest,monthly,EC
2006,0.0,0.008,0.0,0.0,0.0,0.0,0.003,0.003,0.021,0.07500000000000001,0.016,0.031,BA_Forest_NonForest,monthly,EC
2007,0.0,0.0,0.001,0.0,0.0,0.0,0.001,0.002,0.071,0.020000000000000004,0.165,0.064,BA_Forest_NonForest,monthly,EC
2008,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.038,BA_Forest_NonForest,monthly,EC
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,0.09,0.013000000000000001,0.073,0.09,BA_Forest_NonForest,monthly,EC
2010,0.047999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,0.004,0.005,0.004,0.013,BA_Forest_NonForest,monthly,EC
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.003,0.002,0.002,0.003,0.04000000000000001,0.025,BA_Forest_NonForest,monthly,EC
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.013000000000000001,0.13,0.7360000000000001,0.003,0.031,0.008,BA_Forest_NonForest,monthly,EC
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.0,0.008,0.027000000000000003,0.024,0.062000000000000006,BA_Forest_NonForest,monthly,EC
2014,0.006,0.0,0.0,0.0,0.0,0.0,0.001,0.07400000000000001,0.057,0.001,0.002,0.012,BA_Forest_NonForest,monthly,EC
2015,0.0,0.0,0.006,0.0,0.002,0.013000000000000001,0.004,0.11900000000000001,0.161,0.007,0.0,0.0,BA_Forest_NonForest,monthly,EC
2016,0.0,0.0,0.001,0.0,0.0,0.0,0.006,0.039,0.006,0.023,0.228,0.136,BA_Forest_NonForest,monthly,EC
2017,0.013999999999999999,0.0,0.0,0.0,0.0,0.0,0.005,0.015000000000000001,0.009000000000000001,0.0,0.004,0.075,BA_Forest_NonForest,monthly,EC
2018,0.0,0.0,0.0,0.0,0.0,0.01,0.013000000000000001,0.016,0.046000000000000006,0.027000000000000003,0.09799999999999999,0.013,BA_Forest_NonForest,monthly,EC
2019,0.0,0.0,0.008,0.002,0.0,0.0,0.014,0.017,0.31899999999999995,0.005,0.08499999999999999,0.23,BA_Forest_NonForest,monthly,EC
2020,0.0,0.002,0.0,0.0,0.0,0.002,0.0,0.006,0.028999999999999998,0.058,0.129,0.191,BA_Forest_NonForest,monthly,EC
2021,0.0,0.0,0.0,0.0,0.0,0.001,0.006,0.001,0.006,0.018000000000000002,0.013000000000000001,0.23900000000000002,BA_Forest_NonForest,monthly,EC
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.008,0.008,0.021,0.086,0.333,BA_Forest_NonForest,monthly,EC
2023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BA_Forest_NonForest,monthly,EC
