year,sum,variable,timescale,country
2001,0.001,BA_Total,seasonal_jja,AFG
2002,1.548,BA_Total,seasonal_jja,AFG
2003,7.025,BA_Total,seasonal_jja,AFG
2004,1.433,BA_Total,seasonal_jja,AFG
2005,0.717,BA_Total,seasonal_jja,AFG
2006,0.448,BA_Total,seasonal_jja,AFG
2007,1.0670000000000002,BA_Total,seasonal_jja,AFG
2008,0.6970000000000001,BA_Total,seasonal_jja,AFG
2009,0.589,BA_Total,seasonal_jja,AFG
2010,4.749,BA_Total,seasonal_jja,AFG
2011,0.558,BA_Total,seasonal_jja,AFG
2012,0.887,BA_Total,seasonal_jja,AFG
2013,0.6630000000000001,BA_Total,seasonal_jja,AFG
2014,0.314,BA_Total,seasonal_jja,AFG
2015,0.32299999999999995,BA_Total,seasonal_jja,AFG
2016,0.231,BA_Total,seasonal_jja,AFG
2017,0.003,BA_Total,seasonal_jja,AFG
2018,0.0,BA_Total,seasonal_jja,AFG
2019,1.7209999999999999,BA_Total,seasonal_jja,AFG
2020,0.9520000000000001,BA_Total,seasonal_jja,AFG
2021,0.015,BA_Total,seasonal_jja,AFG
2022,0.082,BA_Total,seasonal_jja,AFG
2023,0.0,BA_Total,seasonal_jja,AFG
