year,sum,variable,timescale,country
2001,1.0170000000000001,BA_Forest_NonForest,yearly,HND
2002,2.3930000000000002,BA_Forest_NonForest,yearly,HND
2003,16.814999999999998,BA_Forest_NonForest,yearly,HND
2004,0.35000000000000003,BA_Forest_NonForest,yearly,HND
2005,15.243,BA_Forest_NonForest,yearly,HND
2006,3.8890000000000007,BA_Forest_NonForest,yearly,HND
2007,3.172,BA_Forest_NonForest,yearly,HND
2008,3.3210000000000006,BA_Forest_NonForest,yearly,HND
2009,6.356000000000001,BA_Forest_NonForest,yearly,HND
2010,2.4790000000000005,BA_Forest_NonForest,yearly,HND
2011,9.891,BA_Forest_NonForest,yearly,HND
2012,0.541,BA_Forest_NonForest,yearly,HND
2013,4.986000000000001,BA_Forest_NonForest,yearly,HND
2014,5.726000000000001,BA_Forest_NonForest,yearly,HND
2015,3.971000000000001,BA_Forest_NonForest,yearly,HND
2016,5.636,BA_Forest_NonForest,yearly,HND
2017,2.0610000000000004,BA_Forest_NonForest,yearly,HND
2018,4.9510000000000005,BA_Forest_NonForest,yearly,HND
2019,6.381000000000001,BA_Forest_NonForest,yearly,HND
2020,19.59,BA_Forest_NonForest,yearly,HND
2021,1.5810000000000002,BA_Forest_NonForest,yearly,HND
2022,2.228,BA_Forest_NonForest,yearly,HND
2023,9.967999999999998,BA_Forest_NonForest,yearly,HND
