year,sum,variable,timescale,country
2001,0.15600000000000003,BA_Total,yearly_jj,ALB
2002,0.336,BA_Total,yearly_jj,ALB
2003,0.001,BA_Total,yearly_jj,ALB
2004,0.492,BA_Total,yearly_jj,ALB
2005,0.069,BA_Total,yearly_jj,ALB
2006,0.335,BA_Total,yearly_jj,ALB
2007,0.074,BA_Total,yearly_jj,ALB
2008,4.546,BA_Total,yearly_jj,ALB
2009,0.5720000000000001,BA_Total,yearly_jj,ALB
2010,0.22300000000000003,BA_Total,yearly_jj,ALB
2011,0.403,BA_Total,yearly_jj,ALB
2012,1.616,BA_Total,yearly_jj,ALB
2013,1.9630000000000003,BA_Total,yearly_jj,ALB
2014,0.045,BA_Total,yearly_jj,ALB
2015,0.010000000000000002,BA_Total,yearly_jj,ALB
2016,0.126,BA_Total,yearly_jj,ALB
2017,0.138,BA_Total,yearly_jj,ALB
2018,1.2020000000000004,BA_Total,yearly_jj,ALB
2019,0.2,BA_Total,yearly_jj,ALB
2020,0.171,BA_Total,yearly_jj,ALB
2021,0.256,BA_Total,yearly_jj,ALB
2022,0.683,BA_Total,yearly_jj,ALB
2023,0.253,BA_Total,yearly_jj,ALB
