year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2003,0.017078403293594727,0.08558583213356019,0.020308771008589906,0.015486975777537108,0.0,0.023014005562943116,0.0,0.00034805062839428716,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2004,0.0,0.0,0.0,0.00037989360989416503,0.0,0.0,0.0,0.0026975157656879884,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2005,0.0,0.000336591516751709,0.04785536826467725,0.012925922824187929,0.00909581512536853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019064840548049318,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2009,0.0,0.0,0.0,0.0,0.0,0.001457069154666626,0.0,0.007385492339138916,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2010,0.0,0.1377245767588462,0.10955324591745058,0.0008941870052670898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019950579656220703,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2012,0.0,0.0,0.001290956914125,0.0,0.0,0.0011442610044506835,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2013,0.0,0.0,0.006399268233243164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2014,0.0,0.0,0.0,0.0006818673985518188,0.008344984837462585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2015,0.0,0.0,0.00678119361221289,0.0017298384151885528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2016,0.004833596660575439,0.01988813379904492,0.020792617241511352,0.03960599036570899,0.0,0.0,0.0,0.0006214764037917481,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2019,0.0,0.0038665292195817873,0.00987595627871826,0.0007255044301727295,0.0,0.0,0.0,0.004297530026731201,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
2020,0.0,0.0023498591371531375,0.0011217069886535643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,BN
