year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2002,0.0,0.0,0.0041538997743167105,0.0,0.0,0.00019047105647857664,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2003,0.0,0.0,0.00016667062834759523,0.0,0.0,0.0,0.0013512383692568968,0.011383870739569452,0.00041030800989593505,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2004,0.0,0.0,0.0037370196418692325,0.0,0.0,0.0,0.0,0.00037555671986633303,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2005,0.0,0.0,0.00447056341327771,0.0005978096553527222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2006,0.0,0.0,7.773623245333863e-05,0.0,0.0,0.0,0.0012125018834689637,0.000472088451774292,0.0009465299513591917,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2007,0.0,6.524962418267823e-05,0.001925840336445831,0.0009001039933098907,0.0,0.0,0.00480520897266568,0.005423304491833557,0.0,0.0017935162104729617,0.00013133810576873778,0.0,Cem_Forest_NonForest,monthly,HRV
2008,0.0,0.010297900008701722,0.0,0.0,0.0,0.0,0.0,0.0,0.002174993029113892,0.00042277421359777835,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2009,0.0,0.0,0.003229435090780365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2010,0.0,0.0,0.000569853538138794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000465173520690979,0.0,Cem_Forest_NonForest,monthly,HRV
2011,0.0,0.0,0.016773491037682678,0.0021855686209640806,0.0,0.0,0.0,0.00028252639626654053,0.00014203534653112792,0.003658236986716125,0.002495408864823456,0.0,Cem_Forest_NonForest,monthly,HRV
2012,0.0,0.0022027547566651614,0.00027789051126850126,0.0,0.0,0.0,0.0012130375246619872,0.012667163712529838,0.0007150806263333436,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012794257355603028,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2014,0.0,0.0,0.002212483189285156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2015,0.0,0.0,0.0,0.0001226061998413391,0.0,0.0,0.005721697962305176,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2016,0.0,0.0,0.0015692694987078702,0.0002542384414929199,0.0,0.0,0.00044529058005422973,0.0,0.00021597799740026856,0.0008983757315646974,0.0,0.0010807873497137757,Cem_Forest_NonForest,monthly,HRV
2017,0.0,7.973167367681884e-05,0.00355850302955336,0.0002029893543072205,0.0,0.0009868723483835752,0.0017775012603866579,0.013508558650397583,0.00020234935476800536,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00013739048424243165,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2019,0.0,0.0006010732218834228,0.001894202172592804,0.00042832573481317137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
2020,7.387359327746581e-05,0.0,0.0033608460943081045,0.021005403570028204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,HRV
