year,sum,variable,timescale,region
2001,0.0,BA_Forest_NonForest,seasonal_son,PA
2002,0.0,BA_Forest_NonForest,seasonal_son,PA
2003,0.0,BA_Forest_NonForest,seasonal_son,PA
2004,0.0,BA_Forest_NonForest,seasonal_son,PA
2005,0.0,BA_Forest_NonForest,seasonal_son,PA
2006,0.0,BA_Forest_NonForest,seasonal_son,PA
2007,0.0,BA_Forest_NonForest,seasonal_son,PA
2008,0.0,BA_Forest_NonForest,seasonal_son,PA
2009,0.003,BA_Forest_NonForest,seasonal_son,PA
2010,0.0,BA_Forest_NonForest,seasonal_son,PA
2011,0.0,BA_Forest_NonForest,seasonal_son,PA
2012,0.0,BA_Forest_NonForest,seasonal_son,PA
2013,0.0,BA_Forest_NonForest,seasonal_son,PA
2014,0.001,BA_Forest_NonForest,seasonal_son,PA
2015,0.002,BA_Forest_NonForest,seasonal_son,PA
2016,0.001,BA_Forest_NonForest,seasonal_son,PA
2017,0.0,BA_Forest_NonForest,seasonal_son,PA
2018,0.0,BA_Forest_NonForest,seasonal_son,PA
2019,0.0,BA_Forest_NonForest,seasonal_son,PA
2020,0.0,BA_Forest_NonForest,seasonal_son,PA
2021,0.0,BA_Forest_NonForest,seasonal_son,PA
2022,0.0,BA_Forest_NonForest,seasonal_son,PA
2023,0.0,BA_Forest_NonForest,seasonal_son,PA
