year,sum,variable,timescale,region
2001,0.0,BA_Total,seasonal_djf,DZ
2002,0.0,BA_Total,seasonal_djf,DZ
2003,0.0,BA_Total,seasonal_djf,DZ
2004,0.0,BA_Total,seasonal_djf,DZ
2005,0.0,BA_Total,seasonal_djf,DZ
2006,0.065,BA_Total,seasonal_djf,DZ
2007,0.0,BA_Total,seasonal_djf,DZ
2008,0.0,BA_Total,seasonal_djf,DZ
2009,0.002,BA_Total,seasonal_djf,DZ
2010,0.0,BA_Total,seasonal_djf,DZ
2011,0.0,BA_Total,seasonal_djf,DZ
2012,0.0,BA_Total,seasonal_djf,DZ
2013,0.0,BA_Total,seasonal_djf,DZ
2014,0.0,BA_Total,seasonal_djf,DZ
2015,0.001,BA_Total,seasonal_djf,DZ
2016,0.0,BA_Total,seasonal_djf,DZ
2017,0.0,BA_Total,seasonal_djf,DZ
2018,0.0,BA_Total,seasonal_djf,DZ
2019,0.0,BA_Total,seasonal_djf,DZ
2020,0.0,BA_Total,seasonal_djf,DZ
2021,0.009,BA_Total,seasonal_djf,DZ
2022,0.0,BA_Total,seasonal_djf,DZ
2023,0.0,BA_Total,seasonal_djf,DZ
