year,sum,variable,timescale,country
2001,0.051000000000000004,BA_Total,yearly,LTU
2002,0.30400000000000005,BA_Total,yearly,LTU
2003,0.36000000000000004,BA_Total,yearly,LTU
2004,0.077,BA_Total,yearly,LTU
2005,0.1,BA_Total,yearly,LTU
2006,0.06999999999999999,BA_Total,yearly,LTU
2007,0.08,BA_Total,yearly,LTU
2008,0.152,BA_Total,yearly,LTU
2009,0.34400000000000003,BA_Total,yearly,LTU
2010,0.03,BA_Total,yearly,LTU
2011,0.026000000000000002,BA_Total,yearly,LTU
2012,0.013,BA_Total,yearly,LTU
2013,0.043000000000000003,BA_Total,yearly,LTU
2014,0.036,BA_Total,yearly,LTU
2015,0.149,BA_Total,yearly,LTU
2016,0.01,BA_Total,yearly,LTU
2017,0.003,BA_Total,yearly,LTU
2018,0.21,BA_Total,yearly,LTU
2019,0.158,BA_Total,yearly,LTU
2020,0.069,BA_Total,yearly,LTU
2021,0.005,BA_Total,yearly,LTU
2022,0.23900000000000002,BA_Total,yearly,LTU
2023,0.006,BA_Total,yearly,LTU
