year,sum,variable,timescale,region
2001,0.0,BA_Total,seasonal_mam,BiH
2002,0.08100000000000002,BA_Total,seasonal_mam,BiH
2003,0.036000000000000004,BA_Total,seasonal_mam,BiH
2004,0.373,BA_Total,seasonal_mam,BiH
2005,0.083,BA_Total,seasonal_mam,BiH
2006,0.20099999999999998,BA_Total,seasonal_mam,BiH
2007,0.092,BA_Total,seasonal_mam,BiH
2008,0.001,BA_Total,seasonal_mam,BiH
2009,0.056999999999999995,BA_Total,seasonal_mam,BiH
2010,0.05,BA_Total,seasonal_mam,BiH
2011,0.7500000000000001,BA_Total,seasonal_mam,BiH
2012,0.184,BA_Total,seasonal_mam,BiH
2013,0.022,BA_Total,seasonal_mam,BiH
2014,0.11499999999999999,BA_Total,seasonal_mam,BiH
2015,0.017,BA_Total,seasonal_mam,BiH
2016,0.002,BA_Total,seasonal_mam,BiH
2017,0.28200000000000003,BA_Total,seasonal_mam,BiH
2018,0.0,BA_Total,seasonal_mam,BiH
2019,0.416,BA_Total,seasonal_mam,BiH
2020,1.363,BA_Total,seasonal_mam,BiH
2021,0.011,BA_Total,seasonal_mam,BiH
2022,0.30200000000000005,BA_Total,seasonal_mam,BiH
2023,0.0,BA_Total,seasonal_mam,BiH
