year,sum,variable,timescale,region
2001,0.022,BA_Total,yearly,D
2002,0.045,BA_Total,yearly,D
2003,0.109,BA_Total,yearly,D
2004,0.092,BA_Total,yearly,D
2005,0.07,BA_Total,yearly,D
2006,0.189,BA_Total,yearly,D
2007,0.038,BA_Total,yearly,D
2008,0.654,BA_Total,yearly,D
2009,0.015,BA_Total,yearly,D
2010,0.0,BA_Total,yearly,D
2011,0.043,BA_Total,yearly,D
2012,0.012,BA_Total,yearly,D
2013,0.021,BA_Total,yearly,D
2014,0.122,BA_Total,yearly,D
2015,0.19200000000000003,BA_Total,yearly,D
2016,0.013999999999999999,BA_Total,yearly,D
2017,0.11800000000000001,BA_Total,yearly,D
2018,0.16900000000000004,BA_Total,yearly,D
2019,0.24699999999999997,BA_Total,yearly,D
2020,0.019000000000000003,BA_Total,yearly,D
2021,0.069,BA_Total,yearly,D
2022,0.135,BA_Total,yearly,D
2023,0.012,BA_Total,yearly,D
