year,sum,variable,timescale,country
2001,1.5340000000000003,BA_Total,seasonal_mam,CAN
2002,6.636,BA_Total,seasonal_mam,CAN
2003,3.106,BA_Total,seasonal_mam,CAN
2004,2.004,BA_Total,seasonal_mam,CAN
2005,5.359000000000001,BA_Total,seasonal_mam,CAN
2006,3.025,BA_Total,seasonal_mam,CAN
2007,3.91,BA_Total,seasonal_mam,CAN
2008,2.888,BA_Total,seasonal_mam,CAN
2009,2.3150000000000004,BA_Total,seasonal_mam,CAN
2010,7.4719999999999995,BA_Total,seasonal_mam,CAN
2011,10.15,BA_Total,seasonal_mam,CAN
2012,7.1,BA_Total,seasonal_mam,CAN
2013,3.442,BA_Total,seasonal_mam,CAN
2014,1.8250000000000002,BA_Total,seasonal_mam,CAN
2015,9.312000000000001,BA_Total,seasonal_mam,CAN
2016,22.801,BA_Total,seasonal_mam,CAN
2017,5.9239999999999995,BA_Total,seasonal_mam,CAN
2018,8.177,BA_Total,seasonal_mam,CAN
2019,18.123,BA_Total,seasonal_mam,CAN
2020,4.377000000000001,BA_Total,seasonal_mam,CAN
2021,8.575999999999997,BA_Total,seasonal_mam,CAN
2022,0.522,BA_Total,seasonal_mam,CAN
2023,56.51099999999999,BA_Total,seasonal_mam,CAN
