year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.026,0.0,0.0,0.0,0.057999999999999996,0.7820000000000001,0.6270000000000001,0.524,0.22000000000000003,0.001,0.0,BA_Total,monthly,RS
2002,0.0,0.092,0.20400000000000001,0.0,0.0,0.132,0.196,0.06,0.157,0.038,0.02,0.0,BA_Total,monthly,RS
2003,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.07500000000000001,1.359,0.013000000000000001,0.0,0.0,BA_Total,monthly,RS
2004,0.0,0.008,0.129,0.0,0.0,0.007,0.22200000000000003,0.541,1.328,0.259,0.001,0.0,BA_Total,monthly,RS
2005,0.0,0.0,0.022,0.0,0.0,0.009,0.020000000000000004,0.069,0.11,0.28900000000000003,0.014000000000000002,0.0,BA_Total,monthly,RS
2006,0.0,0.0,0.13499999999999998,0.0,0.0,0.008,0.097,0.026000000000000002,0.5210000000000001,0.23900000000000005,0.626,0.015,BA_Total,monthly,RS
2007,0.048,0.0,0.06,0.01,0.0,0.04,1.431,0.183,0.45600000000000007,0.6470000000000001,0.0,0.0,BA_Total,monthly,RS
2008,0.005,0.132,0.001,0.0,0.0,0.043000000000000003,0.18300000000000002,0.436,2.573,0.48300000000000004,0.121,0.0,BA_Total,monthly,RS
2009,0.0,0.0,0.183,0.001,0.0,0.0,0.006,0.043000000000000003,0.44100000000000006,1.165,0.009999999999999998,0.0,BA_Total,monthly,RS
2010,0.0,0.0,0.032,0.0,0.0,0.0,0.0,0.025,0.39,0.07400000000000001,0.067,0.0,BA_Total,monthly,RS
2011,0.0,0.003,0.103,0.0,0.0,0.013000000000000001,0.129,0.039,2.022,0.525,0.44200000000000006,0.001,BA_Total,monthly,RS
2012,0.0,0.0,0.20299999999999999,0.0,0.001,0.004,0.024,0.47900000000000004,1.7320000000000002,5.332000000000001,0.076,0.0,BA_Total,monthly,RS
2013,0.0,0.0,0.0,0.033,0.0,0.0,0.004,0.146,0.036,0.029,0.009,0.0,BA_Total,monthly,RS
2014,0.0,0.010000000000000002,0.025,0.0,0.0,0.0,0.0,0.003,0.05500000000000001,0.032,0.007,0.0,BA_Total,monthly,RS
2015,0.0,0.011000000000000001,0.0,0.0,0.0,0.002,0.009999999999999998,0.135,0.006,0.042,0.027,0.0,BA_Total,monthly,RS
2016,0.0,0.017,0.0,0.0,0.0,0.0,0.0,0.078,0.054000000000000006,0.118,0.013,0.0,BA_Total,monthly,RS
2017,0.0,0.017,0.030000000000000002,0.009000000000000001,0.0,0.011,0.11099999999999999,0.325,0.656,0.034,0.004,0.0,BA_Total,monthly,RS
2018,0.0,0.0,0.0,0.0,0.0,0.001,0.004,0.015,0.37200000000000005,1.72,0.271,0.0,BA_Total,monthly,RS
2019,0.039,0.013000000000000001,0.15000000000000002,0.037,0.0,0.020999999999999998,0.0,0.035,0.49400000000000005,0.45600000000000007,0.22000000000000003,0.0,BA_Total,monthly,RS
2020,0.0,0.0,0.024,0.061,0.0,0.001,0.0,0.068,0.022000000000000002,0.44400000000000006,0.001,0.0,BA_Total,monthly,RS
2021,0.0,0.001,0.0,0.0,0.0,0.007,0.028,0.07800000000000001,0.03,0.247,0.0,0.0,BA_Total,monthly,RS
2022,0.0,0.0,0.137,0.0,0.001,0.0,0.034999999999999996,0.302,0.0,0.07300000000000001,0.004,0.0,BA_Total,monthly,RS
2023,0.0,0.0,0.0,0.0,0.0,0.008,,,,,,,BA_Total,monthly,RS
