year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.018,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051,0.0,0.02,0.0,0.0,BA_Total,monthly,CY
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.013,0.07100000000000001,0.001,0.0,BA_Total,monthly,CY
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.038,0.0,0.0,BA_Total,monthly,CY
2005,0.0,0.0,0.0,0.0,0.0,0.081,0.0,0.015,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2007,0.0,0.0,0.0,0.0,0.0,0.032,0.084,0.007,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2008,0.0,0.0,0.0,0.0,0.0,0.083,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2010,0.0,0.0,0.0,0.0,0.001,0.016,0.0,0.001,0.0,0.0,0.009,0.0,BA_Total,monthly,CY
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.07700000000000001,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2013,0.0,0.0,0.0,0.0,0.0,0.046,0.0,0.054000000000000006,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2014,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,BA_Total,monthly,CY
2016,0.0,0.0,0.0,0.0,0.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2021,0.0,0.0,0.0,0.0,0.0,0.007,0.21200000000000002,0.0,0.006,0.0,0.0,0.0,BA_Total,monthly,CY
2022,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,CY
2023,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,BA_Total,monthly,CY
