year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,country
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001279535903222656,7.771742413806153e-05,0.0,Cem_Forest_NonForest,monthly,KGZ
2003,0.0,0.0,0.0,0.000384896968485077,0.00012594328562319946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.875036077804565e-05,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012189234021158142,6.172278049023438e-05,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000109171672106781,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00032883662266317747,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Cem_Forest_NonForest,monthly,KGZ
