year,1,2,3,4,5,6,7,8,9,10,11,12,variable,timescale,region
2001,0.037000000000000005,0.01,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2002,0.0,0.008,0.051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,BA_Total,monthly,HT
2003,0.003,0.003,0.023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2004,0.007,0.027,0.006,0.006,0.002,0.0,0.0,0.0,0.0,0.0,0.07400000000000001,0.06,BA_Total,monthly,HT
2005,0.039,0.005,0.075,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.022,BA_Total,monthly,HT
2006,0.061,0.073,0.033,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,BA_Total,monthly,HT
2007,0.017,0.01,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047,0.014,BA_Total,monthly,HT
2008,0.033,0.099,0.023,0.0,0.0,0.003,0.0,0.0,0.0,0.0,0.0,0.03,BA_Total,monthly,HT
2009,0.015,0.061000000000000006,0.0,0.002,0.001,0.0,0.0,0.0,0.0,0.0,0.004,0.007,BA_Total,monthly,HT
2010,0.0,0.033,0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2011,0.01,0.014,0.015,0.027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,BA_Total,monthly,HT
2012,0.023,0.043000000000000003,0.011,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2013,0.047,0.035,0.004,0.009000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,BA_Total,monthly,HT
2014,0.052000000000000005,0.03,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006,BA_Total,monthly,HT
2015,0.028,0.0,0.0,0.002,0.004,0.002,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2016,0.027,0.052000000000000005,0.001,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008,BA_Total,monthly,HT
2017,0.036000000000000004,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2018,0.002,0.065,0.04000000000000001,0.0,0.0,0.0,0.0,0.007,0.0,0.0,0.0,0.026,BA_Total,monthly,HT
2019,0.002,0.003,0.048999999999999995,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2020,0.043000000000000003,0.078,0.006,0.005,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2021,0.02,0.007,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.018,BA_Total,monthly,HT
2022,0.054,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BA_Total,monthly,HT
2023,0.012,0.19799999999999998,0.011,0.0,0.0,0.0,,,,,,,BA_Total,monthly,HT
