year,sum,variable,timescale,country
2001,0.0,BA_Total,yearly_jj,BIH
2002,0.5220000000000001,BA_Total,yearly_jj,BIH
2003,0.041,BA_Total,yearly_jj,BIH
2004,3.196,BA_Total,yearly_jj,BIH
2005,0.13,BA_Total,yearly_jj,BIH
2006,0.20199999999999999,BA_Total,yearly_jj,BIH
2007,0.263,BA_Total,yearly_jj,BIH
2008,1.837,BA_Total,yearly_jj,BIH
2009,0.385,BA_Total,yearly_jj,BIH
2010,0.11900000000000001,BA_Total,yearly_jj,BIH
2011,0.8680000000000001,BA_Total,yearly_jj,BIH
2012,0.885,BA_Total,yearly_jj,BIH
2013,2.628,BA_Total,yearly_jj,BIH
2014,0.183,BA_Total,yearly_jj,BIH
2015,0.025,BA_Total,yearly_jj,BIH
2016,0.352,BA_Total,yearly_jj,BIH
2017,0.775,BA_Total,yearly_jj,BIH
2018,1.7679999999999998,BA_Total,yearly_jj,BIH
2019,0.534,BA_Total,yearly_jj,BIH
2020,1.412,BA_Total,yearly_jj,BIH
2021,0.129,BA_Total,yearly_jj,BIH
2022,1.2,BA_Total,yearly_jj,BIH
2023,0.096,BA_Total,yearly_jj,BIH
